,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.5,1.15,0.68,0.61,0.64,0.5,0.79,0.79,0.71,0.86,0.8,0.5,0.76,0.71,0.63,0.92
e_1,0.74,1.52,0.87,0.68,0.65,0.67,0.92,1.52,0.81,0.97,0.85,0.97,0.89,0.71,0.78,0.83
c_1,0.79,0.73,1.55,0.76,1.14,0.56,0.78,0.69,0.66,0.49,0.75,0.72,0.92,0.71,0.58,0.81
d_1,0.89,0.76,0.67,1.57,0.64,0.64,0.83,0.71,0.82,1.29,0.99,0.71,1.05,0.81,0.6,0.84
b_1,0.87,0.73,0.65,0.85,1.61,1.03,0.99,0.78,0.72,0.79,0.53,0.85,0.97,0.6,0.61,0.98
a_1,0.9,0.72,0.88,0.83,0.64,1.75,1.07,1.03,0.91,0.99,0.96,1.12,1.04,0.62,0.95,0.83
h_1,1.31,0.95,1.02,1.03,0.83,0.66,1.74,1.18,1.23,1.08,1.24,0.94,0.97,0.89,1.1,1.35
d_0,1.04,0.79,1.77,0.77,0.89,0.83,1.1,1.6,1.27,0.99,1.27,1.09,1.47,1.09,1.06,1.1
g_1,0.96,0.97,1.11,1.32,1.04,0.68,1.03,0.91,1.84,1.0,1.13,1.59,1.22,1.09,1.03,0.95
c_0,1.08,1.0,0.95,0.95,0.84,0.74,1.3,1.36,1.18,1.69,2.18,1.16,1.58,1.25,1.11,1.18
b_0,1.23,1.08,1.19,0.95,0.77,0.66,1.26,1.33,1.09,0.89,1.71,1.14,1.44,2.08,1.17,1.21
f_0,0.96,0.9,1.22,1.12,1.05,0.66,1.34,1.37,1.06,1.07,1.21,1.78,1.71,1.43,2.25,0.96
h_0,1.57,1.09,0.94,1.07,0.93,0.82,1.12,1.13,1.41,0.98,1.29,1.1,0.98,1.04,1.14,1.53
a_0,1.2,1.22,1.22,1.03,1.09,0.65,1.33,1.27,1.11,1.23,0.86,1.11,1.52,1.77,1.13,1.38
e_0,1.06,0.8,1.35,1.42,1.15,0.8,1.19,1.1,1.38,1.35,1.33,0.82,1.54,1.11,1.77,1.16
g_0,0.99,1.09,1.21,1.54,1.02,0.85,1.14,1.22,0.98,1.21,1.16,1.82,1.18,0.99,1.32,1.05
