,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.24,0.85,0.92,0.87,0.72,0.42,0.49,0.36,0.38,0.39,0.32,0.29,0.34,0.22,0.29
e_1,0.81,1.0,1.0,1.04,0.89,0.69,0.49,0.5,0.42,0.59,0.45,0.42,0.34,0.34,0.36,0.3
d_1,1.18,1.0,1.0,1.16,0.78,0.67,0.5,0.37,0.56,0.46,0.37,0.33,0.31,0.31,0.33,0.26
c_1,1.08,0.96,0.86,1.0,1.51,0.7,0.55,0.48,0.45,0.3,0.42,0.43,0.4,0.35,0.33,0.38
b_1,1.15,1.12,1.29,0.66,1.0,1.06,0.68,0.54,0.53,0.48,0.43,0.46,0.36,0.39,0.38,0.31
a_1,1.39,1.45,1.48,1.42,0.94,1.0,0.72,0.52,0.55,0.59,0.66,0.49,0.53,,0.48,0.51
h_1,2.43,2.0,2.08,1.85,1.46,1.4,1.0,0.95,0.8,0.82,0.75,0.82,0.94,0.71,0.68,0.73
g_1,2.05,1.9,2.84,2.17,1.86,1.96,1.05,1.0,1.1,0.9,0.82,1.15,0.69,0.67,0.85,0.76
c_0,2.93,2.4,1.73,2.0,1.87,1.76,1.27,0.88,1.0,1.09,1.37,0.94,0.85,0.77,0.7,0.73
d_0,2.53,1.6,2.46,3.33,1.91,1.83,1.2,1.21,0.89,1.0,0.85,0.91,0.86,0.91,0.85,0.73
b_0,2.68,2.3,2.63,2.47,1.99,1.61,1.36,1.2,0.71,1.2,1.0,0.9,1.09,1.15,0.98,0.89
f_0,3.17,2.32,3.09,2.36,2.06,1.88,1.3,0.91,1.04,1.06,1.13,1.0,0.86,0.82,1.11,0.6
h_0,3.52,2.85,3.21,2.59,2.56,1.83,1.06,1.4,1.19,1.14,0.92,1.19,1.0,0.82,0.85,1.04
a_0,3.01,2.9,3.04,3.01,2.32,,1.46,1.48,1.28,1.13,0.86,1.19,1.27,1.0,1.19,0.75
e_0,4.69,2.95,3.07,3.03,2.62,1.66,1.4,1.16,1.49,1.24,1.19,0.88,1.16,0.98,1.0,1.01
g_0,3.48,3.07,3.93,2.68,3.19,1.98,1.35,1.25,1.45,1.35,1.15,1.58,0.98,1.26,1.02,1.0
