,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,2.46,0.99,1.05,1.37,1.26,1.03,2.09,2.15,3.97,2.69,2.8,2.68,3.01,1.87,3.36,2.68
f_1,1.83,2.5,1.06,0.99,1.07,0.86,2.18,2.03,2.15,2.4,1.53,2.57,2.94,2.15,2.5,2.44
d_1,1.12,1.36,2.53,0.95,1.03,1.04,2.3,1.96,1.93,3.78,2.46,3.08,2.88,2.67,3.34,2.8
c_1,0.87,1.19,1.1,2.54,1.71,1.22,2.07,1.98,2.21,1.04,2.46,1.9,2.97,2.45,2.82,2.37
b_1,1.05,1.19,1.25,1.0,2.67,1.81,1.98,2.17,2.5,2.38,1.94,1.36,3.54,2.45,2.7,2.21
a_1,1.12,1.26,1.21,1.11,0.95,3.23,2.43,2.56,2.46,2.73,2.89,2.59,2.86,2.27,3.19,2.02
h_1,1.25,1.48,1.3,1.27,1.16,1.15,4.04,2.73,2.41,2.78,2.43,2.73,2.42,2.23,4.17,2.55
g_1,1.08,0.97,1.74,1.45,1.22,1.0,2.32,4.35,2.34,2.53,4.0,3.0,3.22,2.89,2.43,2.5
d_0,1.03,1.32,0.69,2.19,1.21,1.26,2.52,2.67,3.96,2.28,2.92,2.27,3.39,2.51,3.18,2.78
c_0,1.32,1.28,1.26,1.17,1.07,1.0,2.64,2.82,2.89,4.01,3.36,4.73,3.76,2.98,3.45,3.48
f_0,1.0,0.97,1.4,1.45,1.33,1.23,2.43,2.11,2.81,2.62,4.25,2.72,3.0,5.53,3.01,3.0
b_0,1.27,1.21,1.24,1.45,0.94,1.31,2.46,2.45,2.85,2.39,3.04,4.28,3.87,3.02,3.96,4.95
h_0,1.26,1.6,1.29,1.31,1.11,1.11,1.74,3.13,2.58,2.39,2.88,2.43,2.72,2.57,4.38,2.75
e_0,0.85,1.42,1.29,1.49,1.12,1.44,2.86,2.56,3.2,2.93,2.06,2.4,3.76,5.14,2.94,2.7
g_0,1.05,1.25,1.7,1.35,1.16,1.27,2.26,2.36,2.45,2.64,3.99,2.73,2.78,3.0,2.84,2.55
a_0,1.18,1.41,1.43,1.41,0.96,0.96,2.78,3.06,2.5,2.67,2.63,2.66,3.87,3.32,3.49,4.93
