,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.28,0.48,0.54,0.46,0.49,0.15,0.14,0.12,0.09,0.1,0.11,0.07,0.09,0.15,0.07
f_1,0.45,0.17,0.38,0.49,0.48,0.41,0.09,0.15,0.1,0.09,0.08,0.14,0.05,0.08,0.09,0.07
d_1,0.49,0.49,0.15,0.5,0.43,0.39,0.12,0.08,0.15,0.09,0.1,0.09,0.06,0.08,0.07,0.04
c_1,0.39,0.47,0.59,0.14,0.45,0.4,0.12,0.14,0.05,0.11,0.09,0.08,0.07,0.08,0.08,0.08
b_1,0.48,0.47,0.53,0.23,0.13,0.47,0.15,0.17,0.1,0.15,0.16,0.09,0.08,0.11,0.09,0.07
a_1,0.44,0.66,0.46,0.45,0.24,0.09,0.14,0.12,0.1,0.1,0.13,0.1,0.06,0.17,0.1,0.08
h_1,0.37,0.47,0.35,0.46,0.39,0.34,0.06,0.11,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06
g_1,0.47,0.45,0.35,0.42,0.4,0.33,0.09,0.05,0.11,0.08,0.08,0.07,0.04,0.09,0.05,0.07
d_0,0.22,0.39,0.58,0.41,0.45,0.44,0.14,0.17,0.06,0.09,0.08,0.09,0.07,0.08,0.09,0.07
c_0,0.47,0.45,0.23,0.7,0.4,0.34,0.12,0.1,0.13,0.05,0.09,0.09,0.06,0.08,0.09,0.06
b_0,0.37,0.42,0.31,0.59,0.62,0.36,0.12,0.1,0.1,0.04,0.04,0.07,0.07,0.09,0.08,0.06
f_0,0.37,0.57,0.38,0.45,0.42,0.29,0.12,0.07,0.08,0.07,0.07,0.04,0.06,0.1,0.07,0.04
h_0,0.37,0.4,0.37,0.43,0.36,0.36,0.14,0.12,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.06
a_0,0.36,0.43,0.34,0.41,0.44,0.58,0.12,0.12,0.09,0.07,0.04,0.09,0.05,0.04,0.08,0.05
e_0,0.55,0.57,0.36,0.36,0.37,0.36,0.11,0.1,0.08,0.08,0.09,0.04,0.06,0.08,0.03,0.05
g_0,0.37,0.39,0.38,0.45,0.35,0.38,0.08,0.14,0.09,0.09,0.09,0.07,0.05,0.09,0.07,0.08
