,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.22,0.05,0.03,0.03,0.02,0.02,0.06,0.05,0.06,0.06,0.07,,0.07,0.04,0.05,0.06
e_1,0.03,2.23,0.03,0.02,0.03,0.01,0.07,0.03,0.1,0.07,0.06,0.07,0.08,0.05,,0.07
d_1,0.02,0.03,2.31,0.03,0.03,0.02,0.05,0.05,,0.12,0.06,0.06,0.08,0.05,0.04,0.09
c_1,0.04,0.04,0.02,2.38,0.06,0.02,0.05,0.05,0.04,,0.04,0.06,0.08,0.06,0.04,0.06
b_1,0.03,0.03,0.02,0.03,2.59,,0.09,0.04,0.09,0.06,,0.04,0.06,0.04,0.05,0.06
a_1,0.04,0.04,0.02,0.03,,3.1,0.07,0.05,0.05,0.06,0.06,0.05,0.08,,,
h_1,0.15,0.09,0.11,0.08,0.11,0.08,2.61,0.31,0.31,0.24,0.17,0.18,,0.17,0.14,0.32
g_1,0.1,0.08,0.19,0.11,0.08,0.07,0.19,2.86,0.17,0.23,0.27,0.28,0.3,0.14,0.21,
d_0,0.18,0.12,,0.28,0.15,0.11,0.29,0.25,2.01,0.27,0.21,0.26,0.42,0.16,0.33,0.31
c_0,0.13,0.14,0.14,,0.07,0.08,0.26,0.34,0.3,2.08,0.56,0.26,0.52,0.21,0.16,0.41
b_0,0.17,0.15,0.16,0.11,,0.08,0.24,0.21,0.28,0.26,2.21,0.35,0.46,0.47,0.23,0.25
f_0,,0.11,0.16,0.15,0.1,0.12,0.26,0.19,0.44,0.24,0.42,2.25,0.26,0.34,0.44,0.37
h_0,0.27,0.21,0.27,0.23,0.14,0.15,,0.52,0.55,0.48,0.45,0.29,,0.37,0.34,0.63
a_0,0.18,0.17,0.16,0.14,0.1,,0.37,0.24,0.24,0.26,0.32,0.27,0.34,2.42,0.29,0.31
e_0,0.11,,0.11,0.11,0.12,,0.22,0.29,0.37,0.42,0.28,0.27,0.6,0.24,2.71,0.4
g_0,0.18,0.22,0.34,0.19,0.18,,0.35,,0.42,0.42,0.3,0.71,0.55,0.48,0.38,
