,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,1.08,2.1,2.11,2.28,2.11,1.93,0.49,0.46,0.62,0.44,0.67,0.46,0.25,0.51,0.37,0.44
e_1,1.53,1.09,2.68,2.3,2.41,2.25,0.61,0.53,0.69,0.46,0.64,0.47,0.35,0.65,0.5,0.36
c_1,2.69,2.21,1.09,3.5,2.39,2.07,0.66,0.35,0.78,0.71,0.55,0.53,0.41,0.46,0.5,0.38
d_1,2.74,2.98,2.8,1.09,2.63,2.35,0.73,0.81,0.47,0.52,0.52,0.55,0.39,0.44,0.49,0.25
b_1,3.47,3.31,1.89,3.59,1.11,2.88,1.02,0.66,1.05,0.9,0.63,0.96,0.51,0.59,0.71,0.45
a_1,5.13,4.57,3.7,4.46,2.13,1.13,1.43,0.99,1.43,1.08,0.85,1.18,0.66,0.9,1.32,0.64
h_1,10.88,9.81,10.0,8.9,9.61,9.73,1.53,2.0,2.56,1.83,1.9,2.04,1.72,1.78,1.92,1.42
d_0,11.13,7.73,13.23,16.41,10.05,9.41,3.82,1.87,3.86,2.66,2.62,3.1,1.81,2.47,2.53,2.07
g_1,13.5,11.67,12.42,10.39,12.44,12.19,2.55,2.72,1.57,2.07,2.28,2.19,1.47,2.34,2.5,1.83
c_0,14.21,12.33,19.52,7.25,16.04,13.58,4.05,3.4,3.4,1.81,2.35,3.23,2.04,2.64,2.67,1.57
f_0,19.52,13.33,14.4,11.82,12.74,12.27,3.8,2.73,2.53,2.57,1.75,2.73,1.81,2.42,2.84,1.16
b_0,15.17,13.98,22.51,10.25,20.17,12.97,4.14,3.25,3.24,1.63,2.78,1.83,1.96,2.62,2.61,1.81
h_0,18.57,16.43,17.71,16.08,16.44,15.69,6.29,3.59,4.53,3.39,3.39,3.29,2.84,2.72,3.24,2.27
e_0,28.41,25.84,24.19,18.53,21.65,19.46,6.72,4.76,5.13,3.99,2.36,4.08,2.93,2.07,3.94,2.13
a_0,24.4,22.57,26.79,20.98,23.36,20.65,7.35,4.6,5.57,3.32,4.39,2.53,3.15,3.82,2.14,3.06
g_0,27.0,23.57,21.75,22.47,19.3,20.44,5.04,4.37,7.09,4.51,4.08,4.28,2.65,3.48,3.77,3.57
