,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.79,0.89,1.07,0.95,0.83,0.81,0.84,0.64,0.62,0.7,0.72,0.67,0.59,0.72,0.7
f_1,1.27,1.0,0.94,0.88,0.82,0.78,0.58,0.62,0.58,0.66,0.61,0.59,0.44,0.56,0.54,0.38
d_1,1.14,1.06,1.0,0.88,0.85,0.83,0.75,0.58,0.87,0.58,0.64,0.65,0.63,0.5,0.47,0.58
c_1,0.93,1.14,1.14,1.0,1.35,0.74,0.74,0.5,0.51,0.61,0.54,0.6,0.52,0.64,0.56,0.53
b_1,1.05,1.22,1.18,0.74,1.0,1.31,0.76,0.74,0.82,0.76,0.6,0.52,0.71,0.5,0.57,0.61
a_1,1.2,1.28,1.21,1.35,0.76,1.0,0.84,0.88,0.71,0.9,0.81,0.68,0.69,0.79,0.72,0.65
h_1,1.29,1.73,1.27,1.35,1.31,1.1,1.0,0.97,0.81,1.12,0.89,0.88,0.99,0.69,0.98,0.78
d_0,1.16,1.54,1.67,2.04,1.43,1.21,1.05,1.0,0.89,0.99,1.03,0.99,0.93,0.76,0.9,0.81
c_0,1.58,1.7,1.07,1.97,1.25,1.47,1.25,1.2,1.0,0.93,1.39,1.05,1.01,1.03,0.89,0.88
g_1,1.6,1.52,1.71,1.62,1.36,1.11,0.89,1.05,1.04,1.0,1.0,1.18,0.71,0.85,0.79,0.99
b_0,1.4,1.6,1.61,1.95,1.72,1.2,1.17,0.98,0.69,1.04,1.0,0.9,0.92,1.19,0.91,1.03
f_0,1.31,1.68,1.55,1.67,1.93,1.55,1.14,1.08,0.97,0.86,1.0,1.0,1.11,0.89,0.69,1.28
h_0,1.48,2.22,1.59,1.84,1.44,1.45,1.0,1.1,1.0,1.34,1.15,0.86,1.0,0.83,1.08,0.91
a_0,1.66,1.84,1.96,1.67,2.04,1.4,1.44,1.32,1.03,1.22,0.81,1.07,1.17,1.0,0.87,1.05
g_0,1.46,1.78,2.12,1.78,1.91,1.4,1.05,1.07,1.11,1.31,1.17,1.32,0.94,1.22,1.0,1.21
e_0,1.51,2.55,1.6,1.79,1.84,1.52,1.31,1.2,1.12,1.03,1.02,0.79,1.08,0.96,0.83,1.0
