,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,11096.2,5575.54,4526.51,8228.79,10283.22,46899.23,9540828.1,11032405.01,30506762.63,22756808.24,36184311.85,41026264.08,149501187.41,150342517.61,174634969.87,544535217.77
f_1,7310.39,13733.59,5019.56,5538.44,9120.04,41825.31,8589136.76,9916813.55,20332478.75,27133485.93,33829508.21,24448257.74,136699703.4,153828709.93,138075676.81,522579607.56
d_1,3797.74,5531.8,17263.82,5039.48,10760.84,47461.37,9198757.83,11790114.49,10705013.5,46866578.76,41037988.16,34838106.03,156121125.2,148362136.28,260942655.45,527899262.85
c_1,3216.67,4642.61,6479.97,18342.54,20896.21,47256.29,9405887.45,10199910.24,15881088.46,14909755.65,21642022.09,37491738.07,116760694.81,149496472.46,201058859.86,501817254.99
b_1,3912.52,4753.29,6426.78,6126.54,36134.16,101461.6,8035161.23,9686333.23,15226645.12,23375090.27,22258815.59,41203650.72,125823839.53,106683778.65,207159507.62,497852115.1
a_1,4106.51,4834.35,6437.44,7053.26,10669.95,232479.33,10823231.04,11208591.69,17110036.89,21694958.51,32813174.88,43556675.11,154216647.13,94390592.97,254915988.15,519667374.63
h_1,4058.23,7180.77,7044.96,6791.28,12140.4,55720.42,21190798.76,16302810.65,17584823.55,28307389.97,39271563.67,40622312.46,110209329.13,151665483.96,245196436.38,654737372.11
g_1,3778.24,4988.97,9613.32,6849.55,10519.38,52187.16,8257336.16,27732314.09,15107965.75,27955791.84,34659428.38,71016159.87,147754443.88,160568019.72,367368388.72,540987488.32
d_0,4378.99,5159.46,4307.2,13260.1,10888.25,48200.91,10513021.76,11907289.1,28776933.43,18495696.52,43029592.14,46588944.3,149644703.68,167761521.87,246930529.82,601718198.59
c_0,5299.45,5770.79,6913.49,5774.87,8881.59,48850.26,11013818.87,12613289.88,19708294.94,47589613.16,70349629.98,45427557.34,175678039.72,201190744.56,310586983.97,684161475.81
b_0,4591.15,6232.11,7603.04,7620.89,7006.83,34557.06,10904597.14,14399577.45,18266630.2,30124143.32,68297802.4,51712800.59,176014053.09,336665990.27,282297252.58,749547275.49
f_0,4301.27,4431.58,7514.0,7805.6,12066.82,49018.38,10765119.73,12976629.99,18798023.08,27457569.81,37883923.51,77955966.89,187349860.11,186442409.19,563785456.03,709994718.85
h_0,4718.72,7828.11,6088.81,6720.32,10785.32,51177.13,8092231.24,15838182.39,16106755.3,27520115.52,39656396.97,45049321.45,121253863.41,194959777.16,256008654.72,790680020.99
a_0,5032.68,5796.27,6780.71,7738.79,12028.27,35952.14,11298404.42,12874352.17,19457115.87,26750325.99,38672439.48,45431503.1,159913987.58,353885213.1,276271183.06,619316225.51
e_0,3252.69,6047.12,7254.63,8240.84,10964.79,59803.07,12729703.97,12990661.31,18589196.39,31025223.05,49777648.69,43309763.29,156873079.14,196218477.1,586259302.36,599252387.88
g_0,4226.73,4603.38,9389.53,7015.98,10529.29,62142.98,10911354.38,9959816.12,16950258.62,28098959.09,42971782.57,63483673.25,172990147.02,169585140.04,305620786.28,332479434.11
