,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.88,0.09,0.07,0.09,0.07,0.05,0.08,0.05,0.17,0.08,0.07,0.07,0.08,0.05,0.01,0.05
f_1,0.16,0.88,0.08,0.09,0.06,0.04,0.06,0.06,0.07,0.08,0.07,0.02,0.07,0.05,0.04,0.06
d_1,0.09,0.1,0.88,0.06,0.07,0.05,0.1,0.07,0.02,0.14,0.08,0.06,0.09,0.04,0.04,0.06
c_1,0.09,0.08,0.08,0.88,0.14,0.05,0.06,0.06,0.09,0.02,0.05,0.06,0.08,0.03,0.05,0.06
b_1,0.09,0.09,0.08,0.09,0.87,0.09,0.08,0.07,0.08,0.07,0.01,0.05,0.08,0.04,0.04,0.05
a_1,0.09,0.09,0.09,0.06,0.08,0.87,0.08,0.08,0.07,0.08,0.06,0.09,0.07,,0.04,0.05
h_1,0.13,0.23,0.18,0.15,0.11,0.07,0.53,0.12,0.1,0.11,0.1,0.09,0.04,0.06,0.09,0.14
g_1,0.15,0.12,0.23,0.11,0.11,0.1,0.1,0.52,0.09,0.14,0.12,0.17,0.12,0.05,0.07,0.04
d_0,0.15,0.18,0.06,0.26,0.11,0.08,0.14,0.08,0.38,0.11,0.11,0.12,0.13,0.08,0.1,0.11
c_0,0.17,0.18,0.16,0.05,0.11,0.08,0.18,0.12,0.15,0.37,0.25,0.15,0.14,0.09,0.07,0.1
b_0,0.17,0.19,0.15,0.15,0.05,0.06,0.14,0.12,0.15,0.13,0.4,0.12,0.17,0.18,0.1,0.13
f_0,0.15,0.06,0.17,0.19,0.13,0.1,0.15,0.12,0.14,0.12,0.18,0.36,0.12,0.07,0.18,0.1
h_0,0.13,0.27,0.14,0.13,0.12,0.09,0.05,0.14,0.14,0.11,0.09,0.13,0.05,0.06,0.06,0.12
a_0,0.15,0.2,0.16,0.2,0.12,,0.15,0.08,0.13,0.13,0.11,0.08,0.16,0.36,0.07,0.13
e_0,0.06,0.13,0.19,0.2,0.13,0.08,0.22,0.14,0.12,0.16,0.11,0.14,0.15,0.07,0.36,0.1
g_0,0.15,0.17,0.23,0.1,0.14,0.08,0.11,0.04,0.11,0.12,0.1,0.12,0.11,0.08,0.07,0.05
