,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,b_0,d_0,f_0,h_0,a_0,e_0,g_0
d_1,14325.54,6862.37,6448.46,8442.87,16065.29,44322.09,7143680.48,13575088.56,29651476.64,37494453.43,26098843.13,62478805.08,180200325.26,152521331.27,185964625.29,545906365.14
f_1,5994.79,15023.72,11097.08,9830.37,14793.82,45445.18,7151911.84,10837688.31,13889503.15,25928143.59,35508732.57,40230117.57,143514356.56,132467975.49,124245651.18,426609688.25
e_1,5067.96,6943.31,15254.2,13313.84,16555.28,44278.26,6901242.62,12377789.68,15629286.02,25716546.31,57583933.97,57747759.17,171127220.24,128621629.29,138080438.34,460290068.34
c_1,6437.1,6350.32,5853.49,25162.39,29255.08,48373.04,7036442.48,11870683.93,11978717.79,20741168.84,30225005.85,64509792.78,147397322.35,133790052.38,168516875.73,490078013.98
b_1,6656.71,6679.19,6571.04,10265.2,44067.42,86421.91,6652377.11,11047443.71,15820915.93,21100724.95,24762014.74,57443149.56,166476540.26,120067663.66,179070448.93,530559511.44
a_1,6464.68,7395.06,6808.18,10799.46,14379.68,163233.08,7583671.22,13287012.31,17643670.59,33235487.52,34276718.99,54951765.0,187140143.06,127959869.64,188810503.9,516711448.99
h_1,7581.28,9191.89,6791.41,10496.11,16061.41,49213.03,12712034.01,16311850.06,16197804.67,29545703.89,27387643.91,62329539.95,140329502.5,152072243.8,176003537.03,710618449.53
g_1,9746.53,6688.75,5874.67,10038.08,16162.85,44124.39,6994994.67,26307457.42,21324579.18,31049419.58,28068501.35,98993235.87,198108896.84,141495790.76,231106109.39,444897597.22
c_0,7358.3,7380.1,6959.84,10230.38,13057.5,47388.58,7766539.0,14779333.9,26848415.96,54848380.1,39221499.93,72985651.63,214374466.6,212328668.59,213616998.41,636251402.48
b_0,7000.28,7845.81,7312.41,12026.98,14150.41,39423.68,8694071.53,14734839.99,17648908.06,46341123.88,39406436.22,74072323.67,193274496.81,267510159.54,223428221.13,560989635.13
d_0,4383.41,6784.5,6668.53,19382.74,21109.89,41155.31,7980018.13,13327560.82,13315461.02,27172946.59,52412884.77,71490247.6,163806817.08,147039914.42,205256617.16,510111037.21
f_0,7693.13,6339.59,5248.22,12535.35,18693.65,52012.75,7725540.13,15229201.87,19609804.07,37576303.28,35074831.11,109519858.97,211425671.54,149185974.69,397282407.09,634866365.42
h_0,8045.74,8047.82,6477.37,11580.45,17078.4,42858.04,6339543.19,18472743.5,18404244.37,32351647.17,33860231.82,73859910.5,146694914.56,147615289.83,241479033.42,700854763.98
a_0,7876.49,7161.8,6938.26,12254.5,18338.67,36323.46,8147703.65,13623749.8,17961968.42,32339633.62,36136041.44,74984253.99,215014799.65,283777669.24,183380675.74,668896092.15
e_0,8462.66,7508.2,5150.9,13193.34,18340.38,43473.35,8246082.77,15547654.76,18918965.2,37514888.95,30295424.88,63568740.7,218872134.49,189185112.83,388657551.58,721718008.79
g_0,9748.73,6124.15,6268.2,11563.29,17468.79,45911.55,8405968.87,11544830.9,17951433.54,30838505.37,28286154.12,93089872.8,170693603.28,138143968.02,206849517.74,445669185.15
