,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,11291.0,8934.96,7274.97,7963.82,14003.08,57491.04,5486825.72,16649155.07,26503552.01,29753158.82,43000524.68,49127244.67,187184917.47,151086804.1,175957307.81,386920356.12
e_1,5395.77,12939.05,9968.52,7022.08,14486.45,68085.82,6156828.51,18235961.69,45175961.5,28280997.31,46498868.44,60773408.1,191020775.95,169420142.52,197477446.99,458815151.51
c_1,4995.82,5061.26,18183.04,8676.47,24172.81,76660.08,5916910.32,18025448.38,24498153.49,17536949.15,29789845.69,60744066.68,186041955.5,153772345.11,291598136.34,448309228.56
d_1,5761.59,5793.21,6326.38,19244.48,14332.24,72632.05,6680130.47,16613887.88,18892199.72,51976352.88,52434731.94,62901790.32,196461987.11,218898553.15,275940556.88,432587807.48
b_1,5403.6,5650.03,8007.35,7467.29,38873.59,130777.53,6195329.16,17839385.05,24799170.12,28669226.42,30697012.5,60065033.04,174916924.63,159302410.63,283736070.68,408615679.15
a_1,5560.73,6008.54,8111.03,9344.0,14475.22,269892.81,6986443.33,16622315.56,25893225.8,32251808.17,44250035.03,59379138.85,186039381.15,138882805.38,261213665.48,345169979.68
h_1,6872.77,5955.6,8619.76,9620.84,15971.39,64284.11,11141008.51,24110371.54,26425815.37,32283644.26,44061224.37,63044220.14,159625972.67,182547238.9,309402262.05,622573705.27
g_1,5370.45,4905.28,8554.32,13269.77,14340.98,74564.04,6154768.67,37866828.28,24336594.93,32739713.11,44509807.84,100647838.47,209781493.12,203755650.24,405844904.15,434704439.14
d_0,5303.18,5551.26,14273.04,7241.74,17825.7,71219.96,5941822.83,18647313.01,38779340.51,20219591.54,41226540.98,66203423.57,215150794.3,154032221.77,285024564.02,514748716.77
c_0,6688.11,6515.08,7002.45,9445.9,12016.04,85542.99,7062973.57,19996356.79,26953853.13,45349464.39,79232382.52,65846561.73,222561848.2,237515444.55,305235445.68,430705083.42
b_0,6684.65,6897.57,8771.88,9809.83,11397.3,66404.11,6956541.33,19936632.97,27026429.1,33639502.07,72205031.79,69001337.31,235828525.4,341912476.91,274866825.86,507917818.36
f_0,5186.43,5095.66,9480.33,8877.29,15335.73,86348.37,8349342.67,20490650.86,32917706.43,32858268.55,43347443.95,113672723.32,226372199.75,169675256.15,626797756.73,522454307.46
h_0,7084.47,6252.82,8761.2,9550.09,15436.47,72196.02,4724936.36,24757910.22,25012611.45,30244955.46,44112398.84,75380045.17,176407164.67,203845967.46,257469084.66,594979612.43
a_0,5933.65,6862.25,8439.1,9491.11,17378.72,72344.49,6881931.05,15566549.91,21579246.73,33435661.85,49870913.96,62499224.96,211167197.12,344906784.32,229770598.99,466115138.37
e_0,6564.2,5125.21,8358.88,8616.6,18756.59,81682.48,6701486.54,22519456.61,28447954.29,27279218.12,46516344.29,80088130.37,252353573.44,180945507.01,560516330.21,542584635.63
g_0,5331.93,5457.81,8529.21,12329.43,16239.64,75913.92,6409592.73,18658778.43,22828411.58,33698202.43,43615357.73,94708332.58,228087010.1,187061974.85,333528329.93,397819521.08
