,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9411.27,266.36,193.8,334.77,453.22,1913.52,204451.99,474257.97,409057.36,511062.16,907205.31,,6147784.77,6176782.06,4541236.67,10293469.79
e_1,116.7,12519.99,144.58,281.76,399.92,1437.91,203231.18,437374.99,1056844.94,750615.84,1084548.99,1596949.78,4773724.14,6540327.81,,8975902.92
d_1,116.66,167.87,14283.82,317.28,492.73,1409.24,208663.27,349273.11,,1236670.6,795383.94,1932425.89,5495418.63,4087477.69,6911862.49,10203225.58
c_1,93.68,206.22,196.99,27833.44,957.22,1380.36,119226.26,418142.62,650493.55,,1163436.5,1739875.43,4412942.86,5338303.25,6394117.52,12788235.05
b_1,121.03,128.88,177.68,346.28,48987.45,2747.73,150910.73,404350.56,773881.77,848526.2,,2098000.2,5891411.22,4109402.03,8001805.33,
a_1,181.77,177.9,154.26,221.52,584.81,200373.06,192283.94,705018.8,452421.47,668563.18,917065.93,,4533007.01,,6138797.5,8929160.0
h_1,695.37,413.19,641.16,992.28,1746.41,4228.48,7806728.03,1899517.47,3012347.05,3035098.81,3758871.65,6918462.57,,16097366.37,31109029.99,50552173.73
g_1,466.96,535.8,855.87,1143.75,1677.51,4112.42,602299.49,28623763.19,2089372.73,2471267.05,3574460.15,10466655.29,15928296.16,31311049.42,28574305.61,
d_0,685.43,977.49,,3091.29,2125.27,7294.13,962634.13,2066076.14,20808212.57,1669808.52,5104905.69,7880458.32,29212711.86,28712445.32,37478974.22,39182563.96
c_0,686.47,870.19,943.23,,2383.88,4522.22,893541.16,1551890.78,3780626.37,19138810.96,8740886.18,9713632.59,33876186.95,22701858.12,49478506.15,46066195.38
b_0,769.95,634.42,918.74,1681.98,,4291.87,817596.52,2707653.27,3619881.22,3230396.26,37366062.65,7490326.48,33678506.5,44135684.53,24877590.0,42100536.92
f_0,,799.45,629.07,1103.37,2373.48,,923696.83,3168279.13,3972790.03,3178690.83,4388697.86,64621609.17,23414769.05,38356320.08,64859952.79,62697954.36
h_0,1422.08,1095.84,1515.56,2584.4,3119.01,9026.84,,4474519.3,4363353.7,4112676.53,7048820.47,11583785.99,,46203935.0,41669413.35,119799563.37
a_0,571.19,798.29,867.46,1183.38,2826.6,,739584.76,2561073.55,3705887.42,4058562.36,3746342.08,9547478.35,26906445.14,327926349.17,38756666.53,44719230.61
e_0,526.55,,1110.63,1991.29,2285.66,6848.49,799610.96,2005978.01,2640547.93,3658175.89,5608250.02,8692522.96,45472617.52,32504655.08,338950071.34,51911272.19
g_0,760.57,1012.33,2443.38,1644.98,,13696.98,757526.17,,4125856.14,5653544.55,9740644.77,16298480.56,35826910.78,59591867.64,39696855.2,
