,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,1.13,0.93,0.88,0.76,0.53,0.66,0.48,0.43,0.38,0.46,0.35,0.3,0.36,0.31
f_1,1.31,1.0,0.95,0.76,0.86,0.66,0.35,0.42,0.42,0.37,0.38,0.32,0.3,0.32,0.26,0.37
c_1,0.88,1.05,1.0,1.09,1.2,0.84,0.54,0.35,0.52,0.42,0.38,0.42,0.34,0.3,0.33,0.34
d_1,1.08,1.34,0.92,1.0,0.88,0.69,0.55,0.51,0.39,0.59,0.44,0.42,0.42,0.39,0.35,0.23
b_1,1.16,1.16,0.84,1.14,1.0,1.25,0.52,0.43,0.43,0.52,0.42,0.42,0.47,0.35,0.31,0.32
a_1,1.31,1.52,1.17,1.43,0.8,1.0,0.7,0.59,0.73,0.57,0.56,0.49,0.48,0.43,0.42,0.42
h_1,1.94,2.82,1.87,1.75,1.87,1.36,1.0,0.85,0.97,0.82,0.74,0.81,0.75,0.76,0.61,0.67
d_0,1.53,2.43,2.91,2.14,2.27,1.64,1.13,1.0,0.91,0.97,0.9,0.89,0.91,0.77,0.84,0.73
g_1,2.1,2.27,1.94,2.55,2.21,1.37,1.03,1.08,1.0,1.03,0.93,1.02,0.71,0.84,0.72,0.66
c_0,2.33,2.88,2.35,1.65,1.88,1.54,1.21,1.09,1.01,1.0,1.37,0.95,0.89,0.88,0.82,0.73
b_0,2.59,2.67,2.83,2.36,2.18,1.63,1.42,1.13,1.07,0.72,1.0,0.97,0.77,1.3,0.69,0.88
f_0,2.15,3.2,2.42,2.36,2.35,2.1,1.23,1.1,0.98,1.03,1.05,1.0,0.9,0.88,1.12,0.6
h_0,2.92,3.52,2.78,2.35,2.17,1.94,1.36,1.13,1.38,1.06,1.22,1.14,1.0,0.82,0.85,0.85
a_0,3.37,3.01,3.31,2.43,2.79,2.03,1.26,1.39,1.28,1.19,0.86,1.03,1.16,1.0,1.04,0.98
e_0,2.97,3.87,3.09,2.86,3.11,2.59,1.56,1.19,1.32,1.25,1.47,0.88,1.21,0.92,1.0,0.97
g_0,3.31,2.71,2.98,4.27,3.18,2.45,1.47,1.34,1.51,1.33,1.19,1.76,1.15,1.09,1.07,1.0
