,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,1.23,1.02,1.02,1.02,1.14,1.52,1.13,1.03,0.99,1.2,1.01,0.93,1.17,1.05
f_1,1.31,1.0,1.03,0.83,0.99,0.88,0.76,0.97,0.99,0.87,0.97,0.83,0.87,0.98,0.85,1.27
c_1,0.81,0.97,1.0,1.1,1.27,1.04,1.06,0.75,1.12,0.91,0.9,1.01,0.91,0.84,0.98,1.09
d_1,0.98,1.22,0.91,1.0,0.92,0.84,1.09,1.08,0.83,1.27,1.02,0.98,1.1,1.1,1.05,0.71
b_1,1.01,1.01,0.79,1.09,1.0,1.45,0.97,0.86,0.88,1.07,0.94,0.95,1.18,0.95,0.89,0.94
a_1,0.98,1.14,0.95,1.18,0.69,1.0,1.12,1.02,1.28,1.01,1.08,0.96,1.05,0.99,1.02,1.09
h_1,0.9,1.31,0.95,0.9,1.0,0.85,1.0,0.92,1.05,0.91,0.88,0.97,1.01,1.09,0.93,1.07
d_0,0.66,1.05,1.37,1.02,1.13,0.95,1.05,1.0,0.91,0.99,1.0,1.0,1.13,1.02,1.19,1.08
g_1,0.9,0.98,0.91,1.2,1.09,0.78,0.95,1.07,1.0,1.05,1.02,1.13,0.88,1.11,1.01,0.98
c_0,0.98,1.21,1.08,0.77,0.91,0.87,1.1,1.07,0.99,1.0,1.48,1.04,1.09,1.14,1.13,1.05
b_0,1.01,1.04,1.2,1.01,0.98,0.85,1.19,1.02,0.97,0.67,1.0,0.98,0.86,1.57,0.87,1.17
f_0,0.83,1.24,1.02,1.0,1.04,1.08,1.02,0.98,0.88,0.95,1.04,1.0,1.0,1.05,1.41,0.79
h_0,1.01,1.22,1.04,0.89,0.86,0.9,1.01,0.9,1.11,0.87,1.08,1.02,1.0,0.88,0.96,1.01
a_0,1.09,0.98,1.17,0.87,1.04,0.88,0.88,1.05,0.97,0.92,0.72,0.87,1.09,1.0,1.1,1.09
e_0,0.91,1.19,1.03,0.96,1.1,1.06,1.03,0.85,0.95,0.91,1.15,0.7,1.07,0.87,1.0,1.03
g_0,0.96,0.79,0.94,1.37,1.07,0.96,0.92,0.9,1.03,0.92,0.89,1.33,0.97,0.98,1.01,1.0
