,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10870.24,2625.66,5129.76,5450.01,6347.46,17465.36,2439758.3,5299408.66,11621022.44,16594847.49,23940850.4,12215863.36,102830422.15,99240048.21,142244562.24,99817509.75
d_1,2523.97,13770.99,2749.15,3861.01,7052.25,19302.65,2919157.42,7900480.62,20405805.31,6192643.25,34120591.4,37032102.35,101641528.64,124757291.47,213339697.06,158728791.58
e_1,2773.63,2767.66,14224.27,5693.07,6086.34,17522.44,2496456.26,7716197.2,10912458.33,28542405.71,26887294.94,32461240.9,117222791.02,103793420.4,167465806.15,58780681.71
c_1,2258.78,2774.18,2736.76,26713.5,13077.16,18776.55,2380939.58,5839535.45,4088472.1,14447387.41,18080795.64,27203326.56,82829991.21,89858635.35,171944852.34,144272348.86
b_1,2254.87,2944.06,2535.38,5623.27,39892.41,36230.85,2632146.46,6789766.39,7846407.94,14054943.2,9637882.89,24608957.1,87207137.97,85006825.75,156869038.99,154468010.71
a_1,2893.47,3437.04,3439.82,4074.31,5979.81,145504.83,2726692.36,7881743.19,9907904.87,14451074.69,33454977.82,23389067.28,106878477.11,60671704.68,165685051.0,99933361.85
h_1,4210.37,3606.25,3182.22,5900.37,7788.65,22827.1,8673405.65,10418606.39,13519762.19,15794469.2,33056759.62,35111146.8,63962111.66,129030430.0,262558754.05,155530661.56
g_1,2863.33,5509.73,2910.99,5196.02,7614.15,19534.3,3302092.56,28535511.55,12942200.74,13612668.46,34283217.77,52003351.71,137751280.7,160657976.63,125702026.54,174156798.4
c_0,3392.92,4328.47,3245.91,3782.21,6033.73,24298.22,3482224.09,10099135.61,28653740.55,17899476.99,68877999.43,40276353.36,137601798.56,156140652.04,204183143.98,206896168.9
d_0,3141.25,1559.87,3482.65,12366.87,8472.69,23227.7,3006724.61,12151163.03,9881966.34,39851149.26,37869351.77,38546975.69,125003804.61,121916666.23,228999919.92,185198074.99
b_0,2938.7,4788.34,3187.2,7173.98,3424.4,16417.67,3346462.37,10053563.56,13691731.87,20971711.09,80663144.99,37491744.47,150983363.93,325517676.1,219066801.24,200470221.26
f_0,1870.44,4003.23,3323.3,6641.4,8058.92,25198.11,3837394.41,11109868.34,13360939.08,20692107.59,36434547.57,91318141.64,129142156.5,153388979.26,257894764.06,424296144.88
h_0,3631.23,3732.0,3649.41,6629.13,7584.05,25172.61,2081048.51,11323727.89,14439645.45,20616478.54,36786761.24,35585764.64,64189940.55,149064102.02,295126497.09,180721467.08
a_0,3332.39,3746.84,3592.36,6900.65,6835.87,8103.31,3249651.66,9891243.22,14280502.31,21359328.39,32639574.48,42999291.84,163144570.28,445826219.96,261981113.32,215363183.08
g_0,2824.79,5388.88,2999.74,7033.36,8087.08,22483.23,3563700.28,5990432.42,16581790.66,20681580.47,31683103.43,56263366.53,123425789.1,149391715.44,133509605.82,191567810.41
e_0,2774.11,4287.93,2365.4,6911.23,8082.5,27915.23,3631518.07,10094290.46,13868786.32,16836354.46,35937435.17,38474176.87,136110246.17,160465605.58,243569932.44,572035229.9
