,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.22,0.2,0.16,0.13,0.11,0.18,0.32,0.14,0.16,0.16,0.16,0.16,0.09,0.05,0.14
f_1,0.38,0.89,0.16,0.14,0.13,0.08,0.14,0.17,0.12,0.15,0.15,0.05,0.19,0.1,0.07,0.12
c_1,0.15,0.18,0.88,0.15,0.3,0.13,0.16,0.2,0.14,0.06,0.11,0.15,0.14,0.09,0.1,0.12
d_1,0.18,0.24,0.13,0.89,0.14,0.1,0.18,0.07,0.15,0.32,0.17,0.15,0.18,0.13,0.1,0.1
b_1,0.18,0.18,0.21,0.19,0.88,0.21,0.13,0.14,0.1,0.11,0.04,0.14,0.2,0.07,0.09,0.12
a_1,0.19,0.19,0.18,0.21,0.14,0.87,0.16,0.15,0.16,0.16,0.16,0.13,0.16,0.04,0.09,0.12
h_1,0.23,0.39,0.19,0.19,0.16,0.1,0.55,0.19,0.18,0.19,0.18,0.16,0.1,0.15,0.1,0.18
d_0,0.2,0.27,0.42,0.09,0.22,0.11,0.2,0.43,0.14,0.16,0.16,0.19,0.22,0.12,0.14,0.14
g_1,0.2,0.23,0.19,0.33,0.18,0.1,0.2,0.21,0.54,0.22,0.2,0.23,0.19,0.13,0.13,0.09
c_0,0.24,0.3,0.12,0.25,0.11,0.12,0.24,0.19,0.17,0.46,0.43,0.19,0.23,0.17,0.14,0.17
b_0,0.27,0.25,0.2,0.24,0.08,0.13,0.26,0.21,0.17,0.2,0.42,0.23,0.19,0.31,0.12,0.2
f_0,0.19,0.16,0.22,0.24,0.2,0.17,0.2,0.24,0.19,0.22,0.25,0.44,0.21,0.17,0.29,0.17
h_0,0.25,0.38,0.22,0.19,0.17,0.12,0.1,0.19,0.2,0.18,0.2,0.17,0.12,0.14,0.13,0.19
a_0,0.27,0.26,0.26,0.21,0.14,0.06,0.19,0.24,0.14,0.2,0.2,0.18,0.26,0.38,0.15,0.16
e_0,0.12,0.28,0.23,0.22,0.21,0.15,0.2,0.19,0.19,0.21,0.24,0.21,0.26,0.14,0.39,0.18
g_0,0.25,0.17,0.18,0.37,0.21,0.14,0.2,0.17,0.11,0.19,0.19,0.31,0.25,0.13,0.13,0.09
