,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.56,2.67,1.47,1.55,1.42,1.05,4.99,6.88,6.82,5.49,7.18,2.67,10.61,6.97,5.71,8.88
e_1,1.86,5.91,1.27,1.65,1.51,1.6,5.66,12.67,6.16,4.89,9.07,7.1,12.35,7.19,5.15,10.37
d_1,1.58,1.57,6.84,1.24,1.53,1.33,5.2,3.72,14.55,5.68,8.18,9.57,11.8,9.73,8.28,12.43
c_1,1.4,1.36,1.56,6.81,2.9,1.61,5.0,6.26,2.62,4.59,5.34,6.75,9.74,7.68,8.11,10.0
b_1,1.34,1.55,1.27,1.63,7.21,3.08,6.46,7.25,6.01,5.18,3.84,8.67,11.21,4.55,7.38,11.78
a_1,1.56,1.47,1.98,1.66,1.2,10.76,5.71,7.0,6.3,6.87,6.11,7.61,10.62,3.71,9.4,10.07
h_1,2.7,1.38,2.15,1.88,1.52,1.63,16.65,8.17,7.86,9.01,9.0,7.95,6.51,10.43,9.94,16.63
d_0,1.93,1.43,1.05,3.89,1.79,1.84,7.86,15.54,6.62,7.25,8.23,9.09,14.26,9.29,9.42,11.82
c_0,2.17,2.04,1.95,1.58,1.21,1.77,7.06,7.23,16.99,7.13,18.82,8.77,13.66,14.03,10.5,14.16
g_1,1.52,1.67,3.31,2.05,1.62,1.36,6.14,8.26,7.36,20.98,9.55,14.89,13.57,7.29,10.26,8.88
b_0,2.2,1.61,2.32,2.25,0.91,1.63,7.07,10.61,8.93,6.48,19.37,8.1,14.38,20.78,9.98,12.14
f_0,1.33,1.15,2.36,2.29,1.94,1.7,8.6,7.69,10.5,7.33,10.07,22.2,14.08,10.5,22.28,16.63
h_0,2.76,1.79,2.01,1.72,1.67,2.15,3.22,7.46,7.29,9.33,8.88,8.45,8.03,6.51,8.78,16.52
a_0,2.32,1.69,2.18,2.06,1.66,0.79,8.34,9.02,9.79,7.48,10.5,9.0,14.57,24.96,8.85,14.53
e_0,1.93,0.99,2.26,2.24,1.89,2.1,9.17,7.73,9.53,6.84,10.84,7.33,14.15,9.39,26.37,17.33
g_0,1.82,1.35,3.36,1.71,1.35,2.11,6.89,6.07,8.6,4.88,11.9,13.88,13.42,8.9,11.28,9.66
