,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.87,1.47,1.22,1.74,3.32,25.75,40.4,32.67,32.1,39.27,61.66,83.76,85.65,100.26,119.38
f_1,1.15,1.0,1.07,1.12,1.5,2.55,16.2,28.22,32.4,32.17,37.69,41.69,54.03,75.51,63.62,101.33
c_1,0.68,0.94,1.0,1.21,1.96,2.36,16.88,17.15,26.7,21.26,22.82,40.51,61.72,62.79,67.0,82.67
d_1,0.83,0.89,0.82,1.0,1.46,2.71,17.84,29.48,23.43,39.25,32.62,42.76,58.99,69.1,76.35,67.99
b_1,0.58,0.66,0.52,0.69,1.0,3.33,14.75,17.3,21.39,25.39,23.56,29.53,55.13,45.5,56.93,66.94
a_1,0.3,0.39,0.42,0.37,0.3,1.0,7.4,8.81,9.71,9.59,15.04,15.19,23.91,28.33,27.96,33.69
h_1,0.04,0.06,0.06,0.06,0.07,0.13,1.0,1.09,1.59,1.36,1.65,1.86,3.51,3.36,3.8,5.63
d_0,0.02,0.03,0.06,0.03,0.06,0.12,0.88,1.0,1.18,0.94,1.22,1.69,2.74,2.33,3.25,3.62
g_1,0.03,0.03,0.04,0.04,0.05,0.1,0.62,0.81,1.0,1.02,1.19,1.78,1.93,2.26,2.66,3.04
c_0,0.03,0.03,0.05,0.03,0.04,0.1,0.73,1.1,0.95,1.0,1.44,1.33,2.08,2.31,2.31,2.82
b_0,0.02,0.03,0.04,0.03,0.04,0.07,0.6,0.82,0.83,0.67,1.0,1.24,1.88,3.12,2.47,2.77
f_0,0.02,0.02,0.02,0.02,0.03,0.07,0.55,0.59,0.55,0.77,0.78,1.0,1.51,1.64,2.72,1.69
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.29,0.36,0.53,0.47,0.52,0.69,1.0,1.1,1.15,1.46
a_0,0.01,0.01,0.02,0.02,0.02,0.04,0.29,0.42,0.42,0.41,0.32,0.59,0.86,1.0,1.1,1.26
e_0,0.01,0.02,0.02,0.01,0.02,0.03,0.26,0.32,0.38,0.42,0.4,0.38,0.89,0.85,1.0,1.14
g_0,0.01,0.01,0.01,0.02,0.01,0.03,0.18,0.27,0.33,0.36,0.36,0.58,0.67,0.8,0.88,1.0
