,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.2,0.85,0.88,0.79,0.61,0.41,0.45,0.43,0.36,0.35,0.35,0.31,0.33,0.26,0.3
e_1,0.83,1.0,0.89,1.12,0.86,0.7,0.5,0.44,0.57,0.4,0.4,0.45,0.36,0.33,0.32,0.33
d_1,1.15,1.11,1.0,0.83,0.92,0.7,0.54,0.4,0.44,0.55,0.44,0.41,0.37,0.35,0.34,0.28
c_1,1.13,0.89,1.18,1.0,1.27,0.77,0.57,0.47,0.32,0.39,0.36,0.37,0.38,0.34,0.35,0.31
b_1,1.27,1.16,1.1,0.79,1.0,1.15,0.62,0.55,0.45,0.55,0.49,0.42,0.4,0.31,0.39,0.35
a_1,1.61,1.38,1.44,1.3,0.89,1.0,0.71,0.59,0.62,0.58,0.59,0.51,0.55,0.46,0.46,0.52
h_1,2.4,2.06,1.87,1.72,1.61,1.36,1.0,0.99,0.78,0.74,0.76,0.74,0.74,0.66,0.58,0.71
g_1,2.27,2.21,2.52,2.18,1.86,1.77,1.0,1.0,0.9,0.89,0.82,0.97,0.72,0.66,0.74,0.68
d_0,2.29,1.79,2.26,3.2,2.27,1.55,1.31,1.15,1.0,0.77,0.93,0.88,0.84,0.76,0.78,0.79
c_0,2.63,2.44,1.94,2.51,1.88,1.67,1.33,1.11,1.28,1.0,1.27,0.94,0.86,0.95,0.8,0.77
b_0,2.69,2.4,2.37,2.77,2.07,1.7,1.31,1.25,1.07,0.81,1.0,0.91,0.93,1.14,0.81,0.8
f_0,2.68,2.27,2.6,2.66,2.43,2.06,1.39,1.04,1.08,1.08,1.04,1.0,0.94,0.89,1.07,0.7
h_0,3.3,2.71,2.69,2.6,2.38,1.78,1.38,1.38,1.17,1.15,1.15,1.04,1.0,0.92,0.93,0.93
a_0,3.03,3.01,2.81,3.05,3.21,1.92,1.5,1.55,1.22,1.05,0.87,1.13,1.12,1.0,0.98,0.97
e_0,3.84,2.91,3.08,2.98,2.42,2.31,1.69,1.37,1.28,1.23,1.23,0.93,1.16,0.95,1.0,0.95
g_0,3.26,3.04,3.55,3.21,2.86,1.92,1.45,1.55,1.27,1.24,1.23,1.52,1.05,1.09,1.11,1.0
