,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.04,1.59,1.36,1.49,1.36,1.16,0.44,0.59,0.46,0.4,0.4,0.44,0.28,0.39,0.38,0.33
e_1,1.19,1.04,1.55,1.73,1.55,1.25,0.63,0.57,0.54,0.44,0.48,0.53,0.38,0.42,0.49,0.37
d_1,1.76,1.63,1.04,1.43,1.45,1.27,0.59,0.41,0.52,0.51,0.47,0.43,0.33,0.39,0.37,0.25
c_1,1.76,1.45,2.13,1.05,1.75,1.52,0.63,0.61,0.35,0.54,0.48,0.49,0.4,0.42,0.4,0.38
b_1,2.11,1.95,2.04,1.21,1.05,1.96,0.78,0.67,0.55,0.67,0.65,0.55,0.46,0.42,0.45,0.43
a_1,2.83,2.54,2.42,2.05,1.37,1.06,1.03,0.95,0.77,0.8,0.79,0.64,0.57,0.86,0.57,0.52
h_1,4.6,4.2,4.02,4.29,3.85,3.07,1.23,1.51,1.39,1.1,1.28,1.18,1.09,1.0,1.1,0.98
g_1,5.06,4.92,5.53,5.37,5.11,3.68,1.61,1.26,1.57,1.42,1.43,1.54,1.0,1.2,1.18,1.25
d_0,5.01,3.81,6.23,5.98,5.3,4.27,1.98,1.9,1.34,1.38,1.57,1.44,1.35,1.43,1.31,1.26
c_0,6.27,5.62,3.63,5.85,4.66,4.09,2.16,1.77,2.37,1.37,1.83,1.32,1.23,1.35,1.23,1.06
b_0,6.43,5.35,4.96,6.44,5.85,4.7,2.03,1.91,1.96,1.14,1.34,1.52,1.31,1.63,1.24,1.21
f_0,7.72,5.72,6.07,6.06,5.55,5.04,2.32,1.57,1.93,1.81,1.74,1.36,1.42,1.38,1.71,1.06
h_0,7.77,6.86,6.89,6.78,6.08,5.78,2.8,2.79,2.15,1.91,1.98,1.76,1.75,1.7,1.46,1.55
a_0,8.34,7.33,7.63,8.68,8.38,7.14,3.33,2.7,2.71,1.96,1.53,2.13,1.58,1.46,1.95,1.56
e_0,10.15,8.4,7.48,7.91,6.75,6.66,2.82,2.79,2.46,2.22,2.34,1.48,2.19,1.74,1.49,1.56
g_0,8.82,7.72,8.06,7.93,7.13,5.67,2.57,2.75,2.53,2.19,2.39,2.22,1.47,2.21,1.76,1.91
