,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.52,0.85,0.84,1.06,0.89,0.72,0.92,1.02,0.99,1.6,0.99,1.12,1.2,0.94,0.71,1.21
f_1,1.36,1.53,0.82,0.88,0.78,0.68,0.91,0.95,0.93,0.99,0.99,0.69,0.97,0.79,0.65,0.93
d_1,0.9,1.03,1.58,0.73,0.75,0.82,1.08,0.93,1.62,0.81,1.13,1.05,1.18,1.12,0.93,1.08
c_1,0.8,0.91,0.94,1.59,1.42,0.7,0.97,0.97,0.66,0.96,0.81,0.94,1.1,0.79,0.96,0.92
b_1,0.92,1.01,0.88,0.75,1.62,1.28,1.06,0.99,1.09,1.09,0.85,1.02,1.2,0.84,1.01,0.98
a_1,1.07,0.98,0.99,0.98,0.72,1.75,1.35,1.05,1.28,1.25,1.36,1.17,1.47,0.91,1.11,1.09
h_1,1.21,1.43,1.22,1.07,0.89,0.84,1.84,1.47,1.31,1.17,1.19,1.39,1.18,1.14,1.01,1.64
g_1,1.07,1.03,1.48,1.12,1.0,0.97,1.18,1.86,1.43,1.21,1.33,1.9,1.3,1.06,1.24,1.01
c_0,1.21,1.35,1.12,1.09,0.95,0.87,1.45,1.27,1.78,1.45,2.03,1.35,1.53,1.51,1.35,1.54
d_0,1.04,1.33,0.94,1.8,1.2,0.89,1.39,1.21,0.98,1.69,1.2,1.24,1.49,0.98,1.12,1.3
b_0,1.21,1.24,1.31,1.27,0.95,0.68,1.52,1.3,1.25,1.32,1.82,1.33,1.68,2.11,1.12,1.44
f_0,1.0,1.28,1.25,1.3,1.07,0.94,1.4,1.22,1.5,1.5,1.49,1.81,1.66,1.34,2.23,1.32
h_0,1.23,1.67,1.25,1.13,1.0,0.76,1.27,1.72,1.31,1.45,1.39,1.25,1.45,1.47,1.25,1.68
a_0,1.27,1.39,1.24,1.29,1.02,0.88,1.54,1.54,1.56,1.65,1.23,1.43,1.54,1.84,1.43,1.59
e_0,1.02,1.63,1.37,1.33,1.15,1.01,1.68,1.39,1.4,1.44,1.48,1.05,1.69,1.08,1.86,1.44
g_0,1.05,1.24,1.7,1.3,1.12,1.05,1.27,1.49,1.49,1.32,1.58,1.86,1.5,1.36,1.36,1.36
