,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.37,1.04,1.04,1.32,1.19,1.15,2.35,2.4,4.28,2.25,2.71,2.48,3.35,2.84,2.05,2.58
f_1,1.74,2.4,1.11,1.09,1.05,0.86,1.94,1.99,2.28,2.03,1.45,2.34,2.58,1.96,1.96,3.21
d_1,1.19,1.13,2.54,0.91,1.15,1.23,1.95,2.14,1.74,4.06,2.64,2.75,3.29,2.28,2.78,2.67
c_1,0.97,1.24,1.19,2.66,1.74,0.89,2.0,1.98,1.98,1.28,2.3,1.93,3.14,2.6,2.77,2.99
b_1,1.06,1.21,1.01,1.02,2.76,1.85,2.44,2.44,2.38,2.78,2.64,1.71,3.03,2.43,2.35,3.19
a_1,1.0,1.37,1.13,1.4,0.94,3.4,2.48,1.74,2.33,2.4,2.4,2.69,2.77,1.63,2.1,3.56
h_1,1.16,1.51,1.35,1.27,1.1,1.11,3.92,3.19,2.45,2.55,2.78,2.65,2.43,2.53,2.98,4.09
g_1,1.11,1.19,1.77,1.14,1.06,1.32,2.15,4.31,2.38,2.55,4.02,2.8,3.04,3.13,3.6,2.34
d_0,0.92,1.2,1.03,2.1,1.32,1.29,2.53,2.35,3.77,2.29,2.81,2.82,3.16,2.95,2.93,3.75
c_0,1.35,1.32,1.12,0.94,1.08,1.23,2.43,2.35,2.91,4.03,3.21,5.18,3.61,3.2,2.86,4.08
f_0,1.04,0.97,1.42,1.5,1.23,1.31,2.65,2.23,2.63,2.66,4.23,3.23,3.58,3.31,4.88,3.84
b_0,1.33,1.26,1.41,1.4,0.96,1.0,2.24,2.33,2.65,1.87,2.84,4.34,3.94,5.06,3.33,3.92
h_0,1.12,1.69,1.26,1.32,1.2,1.09,1.71,2.86,2.86,2.33,2.55,2.42,2.67,2.62,2.84,4.2
a_0,1.09,1.4,1.52,1.27,1.21,1.08,2.69,2.3,2.67,2.37,2.65,2.29,4.07,4.72,3.22,3.4
e_0,0.89,1.55,1.29,1.3,1.33,1.23,2.57,2.07,2.75,3.14,2.36,2.94,3.44,3.21,4.87,3.75
g_0,1.22,1.08,1.98,1.43,1.12,1.02,2.29,1.94,2.31,2.58,2.91,2.74,3.01,2.93,2.58,2.6
