,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,6.02,2.79,2.33,3.66,2.86,2.66,9.74,11.5,10.94,20.32,13.78,16.11,20.65,15.68,13.07,21.31
f_1,4.28,6.11,2.62,3.07,2.66,2.22,10.17,9.33,10.51,13.82,12.9,8.85,19.35,14.49,11.68,18.7
d_1,2.7,3.07,6.55,2.15,2.91,3.18,10.64,10.31,22.86,9.55,16.48,14.09,22.41,15.51,16.64,21.56
c_1,2.48,2.83,2.69,7.21,5.2,2.77,8.71,9.32,8.01,11.84,8.12,15.02,18.19,12.34,16.05,21.08
b_1,2.63,2.75,2.87,2.79,7.7,5.71,9.71,9.56,12.52,11.95,9.11,14.51,20.93,10.32,14.81,20.94
a_1,2.69,3.19,3.23,2.74,2.47,10.62,11.43,10.13,14.63,13.96,13.69,15.66,21.4,12.82,15.15,23.72
h_1,2.99,3.74,3.03,3.18,2.84,3.0,18.59,14.71,12.31,13.27,14.18,15.34,17.16,15.8,12.58,26.18
g_1,2.42,2.7,4.44,3.01,3.17,2.99,10.84,22.24,15.03,12.23,14.06,22.74,23.45,15.05,18.45,20.77
c_0,3.09,3.49,3.23,2.7,2.19,3.15,12.15,10.33,20.79,14.0,26.27,15.34,22.31,21.72,16.09,23.28
d_0,3.23,2.96,2.18,5.18,3.27,2.43,10.81,10.98,8.87,19.63,13.7,15.74,21.23,15.33,15.97,22.38
b_0,2.95,3.06,3.58,2.71,2.49,2.83,12.07,14.0,15.69,13.82,22.08,17.22,22.87,31.66,15.87,21.22
f_0,2.56,2.67,3.45,3.32,3.15,3.74,10.95,13.25,14.62,14.07,15.91,23.62,24.55,16.57,28.15,20.67
h_0,2.96,3.84,3.45,3.2,2.49,2.87,8.61,12.87,13.83,13.01,15.34,14.87,17.56,14.33,16.03,29.8
a_0,3.22,3.08,3.34,2.92,3.6,2.25,11.13,13.68,13.97,13.32,14.82,15.38,23.64,28.66,16.02,23.41
e_0,2.36,3.1,3.07,3.56,3.27,3.04,12.26,12.65,14.36,16.18,15.43,17.64,23.04,13.15,30.28,23.26
g_0,2.69,2.79,4.25,3.44,3.27,3.11,9.6,9.78,13.71,12.48,15.09,22.08,19.0,16.55,16.7,16.19
