,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.67,4.0,6.9,5.3,5.31,5.25,2.5,2.44,2.41,2.43,1.9,1.88,1.6,1.73,2.04,
f_1,7.07,0.66,4.99,5.57,5.75,7.27,2.09,1.85,2.08,2.15,2.2,,1.19,2.99,2.41,2.21
d_1,5.15,6.86,0.66,8.34,4.77,4.5,2.84,,2.46,1.67,2.43,2.19,1.79,2.23,0.98,1.74
c_1,6.07,6.47,4.72,0.65,7.7,6.42,3.08,1.37,,2.59,2.28,1.91,1.75,,1.92,1.9
b_1,6.09,6.94,7.57,4.22,0.63,5.87,2.88,2.61,2.31,2.79,,1.81,2.37,1.95,1.46,1.67
a_1,9.26,6.49,9.82,6.11,5.32,0.58,2.72,2.1,2.28,,,2.55,2.47,,1.87,
h_1,5.62,5.54,4.08,4.48,4.65,4.73,0.61,1.91,1.92,2.4,1.75,1.46,,1.49,1.69,1.81
d_0,3.05,5.54,,4.99,4.61,6.55,1.94,0.71,1.65,1.85,1.88,1.57,1.48,1.49,1.14,2.01
c_0,4.85,4.2,3.26,,4.69,4.71,2.11,2.24,0.72,2.13,2.16,1.62,0.93,1.85,1.28,1.44
g_1,5.94,6.3,7.95,5.01,5.46,,1.82,1.93,1.73,0.58,1.93,2.36,1.25,1.63,,2.12
b_0,6.49,5.07,4.29,6.55,,,2.37,1.58,0.98,2.79,0.69,1.91,2.36,2.58,1.49,1.51
f_0,6.42,,4.45,6.27,5.8,4.15,2.84,2.02,2.27,1.63,1.8,0.67,1.32,1.89,1.16,1.94
h_0,4.79,5.21,4.73,3.49,4.03,4.52,,1.63,2.56,2.81,1.07,1.97,,1.54,1.52,1.31
a_0,6.75,4.95,6.19,,5.81,,2.91,2.91,2.22,3.23,1.17,2.1,1.63,0.61,1.55,1.84
g_0,4.16,4.39,5.67,4.43,5.43,4.42,1.72,2.62,2.09,,1.95,2.11,1.05,1.73,,
e_0,,5.02,9.13,5.9,6.47,,2.57,2.38,2.44,2.3,2.03,1.36,2.28,1.74,,0.62
