,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.96,0.58,0.85,0.57,0.5,0.38,0.34,0.35,0.36,0.39,0.33,0.25,0.34,0.25,0.2,0.26
d_1,0.72,0.96,0.63,0.53,0.52,0.39,0.43,0.34,0.59,0.3,0.45,0.34,0.36,0.31,0.28,0.29
e_1,0.65,0.57,0.96,0.69,0.55,0.41,0.44,0.39,0.37,0.58,0.35,0.35,0.38,0.3,0.26,0.35
c_1,0.66,0.67,0.6,0.95,0.82,0.45,0.4,0.36,0.32,0.35,0.31,0.34,0.39,0.3,0.28,0.34
b_1,0.72,0.76,0.64,0.56,0.95,0.73,0.45,0.38,0.42,0.39,0.31,0.36,0.41,0.26,0.29,0.33
a_1,0.89,0.85,0.72,0.7,0.53,0.94,0.5,0.49,0.43,0.4,0.47,0.39,0.5,0.27,0.35,0.38
h_1,1.23,1.0,0.86,0.9,0.75,0.51,0.81,0.66,0.55,0.52,0.47,0.49,0.52,0.39,0.39,0.54
g_1,0.99,1.3,0.89,0.94,0.85,0.54,0.63,0.8,0.58,0.5,0.54,0.64,0.53,0.51,0.43,0.47
c_0,1.19,0.94,1.05,0.88,0.72,0.7,0.74,0.6,0.76,0.63,0.86,0.51,0.64,0.55,0.44,0.5
d_0,1.08,0.89,0.86,1.41,0.94,0.62,0.63,0.62,0.42,0.74,0.48,0.57,0.59,0.48,0.44,0.51
b_0,1.17,0.99,1.06,1.04,0.83,0.64,0.73,0.67,0.6,0.67,0.73,0.58,0.64,0.79,0.46,0.55
f_0,1.12,1.14,0.94,1.09,0.88,0.67,0.76,0.61,0.67,0.56,0.62,0.74,0.71,0.49,0.71,0.54
h_0,1.38,1.14,1.1,1.02,0.91,0.65,0.63,0.77,0.6,0.61,0.6,0.52,0.58,0.49,0.46,0.65
a_0,1.31,1.1,1.1,1.01,0.96,0.68,0.82,0.67,0.68,0.62,0.55,0.6,0.77,0.7,0.51,0.62
e_0,1.35,1.16,0.89,1.15,0.98,0.75,0.8,0.66,0.71,0.66,0.63,0.54,0.69,0.5,0.7,0.57
g_0,1.3,1.54,0.92,0.96,1.02,0.73,0.72,0.61,0.76,0.52,0.66,0.77,0.62,0.55,0.57,0.52
