,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,6.07,2.54,1.67,2.74,2.16,2.12,8.87,8.29,17.88,9.51,10.2,11.06,16.3,10.91,6.53,15.16
f_1,3.99,6.17,1.96,2.33,1.69,1.82,7.65,7.23,9.92,10.58,6.56,10.59,15.76,9.9,8.5,12.39
d_1,2.05,2.36,6.71,1.82,2.29,2.15,8.32,8.81,5.89,19.37,10.18,12.52,17.32,12.33,12.12,15.18
c_1,1.86,2.0,2.3,6.89,3.85,2.15,8.13,6.97,10.45,6.11,9.83,7.74,16.16,10.32,10.74,17.27
b_1,1.94,2.04,2.47,2.05,6.98,4.38,7.71,8.04,9.21,10.44,12.6,6.91,16.16,8.76,13.1,17.15
a_1,2.0,2.52,2.53,2.1,2.16,10.18,8.76,9.11,10.49,12.33,11.73,11.1,18.08,6.79,14.72,15.67
h_1,2.31,3.18,2.78,2.69,2.19,2.32,17.16,10.9,10.83,10.84,10.45,11.88,12.56,10.97,14.42,24.9
g_1,2.22,2.08,3.59,2.52,2.64,1.97,9.49,20.7,9.59,12.41,18.28,9.66,15.62,12.25,13.97,14.9
d_0,2.37,2.62,1.59,4.51,2.33,2.58,8.31,8.54,18.4,8.97,11.05,11.13,17.63,11.39,11.87,16.08
c_0,2.81,2.49,2.85,1.78,2.04,2.4,10.02,8.83,11.5,19.51,12.18,23.46,15.91,16.23,12.41,19.74
f_0,1.75,2.02,2.74,2.96,3.03,2.81,9.91,9.65,11.47,10.57,22.47,11.28,19.98,12.47,27.74,24.09
b_0,2.31,2.64,2.75,2.94,2.08,1.57,8.85,10.11,12.26,12.81,12.56,22.64,18.83,28.46,13.58,18.24
h_0,2.44,3.29,2.7,2.38,2.23,2.3,5.84,13.44,11.52,11.25,11.39,12.01,11.7,13.63,10.84,23.1
a_0,2.69,2.65,2.39,2.63,2.87,0.97,9.73,10.41,11.7,12.48,14.55,12.81,16.42,28.91,12.71,22.28
e_0,1.69,2.78,3.17,2.35,2.51,2.44,11.06,9.77,11.65,13.58,11.41,13.32,19.87,12.71,28.14,19.37
g_0,1.69,2.37,4.16,2.43,2.41,2.94,8.01,7.55,7.92,12.2,19.77,11.5,17.46,10.24,16.6,15.78
