,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10945.3,4640.12,3175.9,3887.39,6503.09,28609.29,1743970.36,9673576.19,6745510.83,7183904.39,21096278.16,14591185.1,83318413.26,91060560.2,166129562.96,129542825.19
e_1,2516.45,11805.83,2650.76,5797.37,6705.17,27912.4,2207904.26,18800892.51,7921771.09,11813606.69,24150654.06,34561490.72,86510736.27,88170506.3,175614219.01,60256587.35
d_1,2715.69,2428.92,16125.4,2627.37,6931.92,42443.03,1962587.79,4207311.92,7517403.42,21047548.16,27173817.83,35432498.51,115087069.42,75688503.82,171050358.94,128752714.77
c_1,2516.76,2335.66,3006.66,20503.99,13312.23,34990.88,1779743.02,8471997.81,8467275.21,2955775.81,16395579.3,35657650.56,115179082.02,88713471.68,147165043.47,130497709.26
b_1,2261.65,2135.54,3435.46,4566.9,43062.68,66930.56,1876331.47,8432119.14,8106575.4,9393113.78,7471234.65,31320559.19,89567456.13,60546851.53,173326991.33,130639192.55
a_1,2489.26,2479.16,3886.21,4255.19,6348.25,304313.69,2459763.65,10085331.5,8383786.83,10928227.0,28017887.02,31921319.28,99638915.05,44656871.43,149848865.79,117885016.47
h_1,4067.45,2664.9,3964.32,5514.15,8591.82,37836.87,6597213.88,12059489.51,13238229.17,13539891.32,24896827.91,32134462.84,63199440.86,86173947.85,288793785.62,146139704.58
d_0,3154.95,3283.56,1719.05,9565.09,7786.08,35903.46,2581936.5,24601987.63,7355010.19,11632902.46,25468431.08,46405043.85,117929667.63,99744311.22,242121334.96,153232952.85
g_1,3317.97,2614.32,6460.1,4692.88,7574.02,40488.56,2251036.3,8816080.12,34096813.69,12245352.58,28806464.92,62287023.93,109316496.65,81822499.38,111381365.33,142782254.48
c_0,3109.78,3495.8,4910.41,2937.75,5425.19,40388.52,2774834.93,12563115.45,8544601.92,29008923.42,61567646.25,42328892.34,117725877.57,143816132.86,245435315.39,162595522.92
b_0,3149.59,3441.29,4742.93,4811.23,3987.66,27247.49,3226448.22,13705084.55,10748192.74,15110809.54,63452900.43,45295401.34,117697937.6,227215134.4,233241082.3,169640837.1
f_0,1675.05,2765.45,4727.96,5412.23,9823.12,39941.99,2992770.99,13970791.74,10464206.55,15395813.71,35562157.03,90482743.78,134953401.3,108713082.68,198481902.74,300248507.79
h_0,4024.89,3006.04,4399.01,5234.96,10413.28,40540.89,1422132.51,9848940.31,15349444.39,11560541.4,28978797.9,38301243.46,76133406.57,95158909.23,284428771.32,123405956.28
a_0,3424.03,3246.26,4291.22,5012.2,8076.6,26251.74,2639287.49,14377944.0,11132056.77,13042067.75,30256315.75,49444912.03,141659160.37,292065695.37,200549609.85,143906206.71
g_0,2623.01,2553.88,6056.96,5972.41,8938.22,51513.66,2258491.3,11195940.0,6067883.4,12440742.91,31699239.9,64294011.13,120294172.25,101113350.78,125879002.51,145936145.57
e_0,3462.69,1710.99,4618.74,5182.01,9112.5,41819.97,3627271.29,11414245.24,10482169.98,14676413.22,34500934.37,39063753.87,147499148.04,94311735.59,175614219.01,539333652.2
