,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.94,0.24,0.23,0.3,0.29,0.21,0.21,0.28,0.17,0.19,0.15,0.16,0.16,0.16,0.14,0.07
f_1,0.54,0.94,0.28,0.27,0.24,0.14,0.14,0.19,0.13,0.16,0.15,0.07,0.15,0.11,0.15,0.07
d_1,0.32,0.31,0.94,0.24,0.26,0.2,0.21,0.12,0.13,0.29,0.2,0.17,0.17,0.12,0.13,0.11
c_1,0.28,0.29,0.31,0.94,0.4,0.2,0.2,0.17,0.17,0.07,0.13,0.14,0.16,0.11,0.14,0.12
b_1,0.29,0.28,0.33,0.26,0.93,0.32,0.22,0.19,0.16,0.18,0.08,0.18,0.16,0.11,0.15,0.14
a_1,0.3,0.37,0.34,0.33,0.29,0.93,0.2,0.24,0.2,0.23,0.21,0.22,0.19,0.07,0.13,0.14
h_1,0.5,0.76,0.54,0.5,0.42,0.37,0.73,0.42,0.39,0.28,0.25,0.28,0.21,0.25,0.42,0.24
d_0,0.51,0.6,0.25,0.95,0.51,0.38,0.33,0.61,0.25,0.29,0.34,0.31,0.37,0.21,0.26,0.25
g_1,0.46,0.63,0.86,0.52,0.48,0.26,0.34,0.39,0.73,0.34,0.34,0.45,0.28,0.24,0.21,0.3
c_0,0.57,0.76,0.52,0.5,0.5,0.43,0.46,0.46,0.34,0.6,0.58,0.33,0.37,0.27,0.31,0.23
b_0,0.68,0.69,0.51,0.73,0.33,0.27,0.47,0.4,0.34,0.29,0.63,0.39,0.4,0.51,0.29,0.22
f_0,0.6,0.42,0.7,0.74,0.52,0.34,0.45,0.43,0.34,0.38,0.34,0.61,0.38,0.26,0.34,0.42
h_0,0.71,0.85,0.6,0.73,0.58,0.34,0.26,0.4,0.43,0.34,0.37,0.31,0.2,0.27,0.33,0.3
a_0,0.61,0.78,0.72,0.71,0.52,,0.48,0.54,0.47,0.4,0.29,0.45,0.5,0.6,0.41,0.3
g_0,0.6,0.63,1.01,0.65,0.61,0.42,0.32,0.47,0.24,0.38,0.38,0.51,0.37,0.25,0.25,0.29
e_0,0.35,1.11,0.85,0.76,0.42,0.42,0.43,0.41,0.33,0.46,0.51,0.29,0.37,0.31,0.34,0.6
