,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.52,0.59,0.45,0.74,0.59,0.67,2.0,1.81,6.25,2.97,2.91,2.72,4.66,2.54,0.94,3.75
f_1,1.0,5.68,0.5,0.57,0.61,0.52,2.08,1.69,3.02,2.87,3.57,0.75,4.4,2.66,1.9,5.46
d_1,0.67,0.61,6.49,0.41,0.49,0.57,2.39,1.98,0.54,6.42,3.4,3.15,4.24,3.24,3.57,4.13
c_1,0.63,0.57,0.6,6.73,1.13,0.38,2.42,1.89,2.22,0.43,2.45,3.32,3.5,3.03,3.5,3.77
b_1,0.57,0.58,0.67,0.76,7.37,1.07,1.94,2.27,2.6,2.06,0.6,2.88,3.83,1.89,3.32,3.7
a_1,0.5,0.66,0.74,0.55,0.5,11.54,2.38,2.28,2.6,3.2,2.11,3.94,5.17,0.63,2.74,5.26
h_1,0.87,1.48,1.09,1.08,0.89,1.04,14.8,4.71,3.69,4.77,4.77,5.19,2.42,5.04,5.05,8.43
g_1,0.8,0.98,1.85,1.09,0.74,0.98,3.84,18.91,3.79,4.21,4.26,7.19,6.49,5.07,5.32,2.5
d_0,0.86,1.08,0.36,2.13,1.22,1.1,4.62,4.54,13.46,3.88,5.35,4.39,7.69,5.43,4.89,6.46
c_0,1.04,1.38,1.24,0.4,0.76,0.88,4.72,4.61,5.31,13.94,9.44,4.97,9.07,6.47,8.37,7.02
b_0,1.12,1.16,1.28,1.05,0.55,0.8,4.09,5.32,4.96,4.82,16.2,4.44,8.03,13.79,5.62,7.57
f_0,0.86,0.44,1.45,1.06,1.33,1.08,3.7,5.03,4.39,5.18,6.63,17.42,9.83,4.32,11.36,8.04
h_0,0.93,1.62,0.85,1.08,1.13,0.81,1.44,5.4,5.07,4.62,4.76,4.35,3.16,4.37,5.4,10.05
a_0,1.02,1.05,1.46,1.08,0.91,,3.5,4.98,3.35,5.71,4.88,4.65,9.16,22.16,5.95,8.29
e_0,0.48,1.41,1.11,1.0,1.03,1.35,4.26,3.81,4.49,6.01,6.34,4.25,10.64,4.76,23.17,6.96
g_0,1.14,0.76,1.54,1.13,1.12,0.97,3.36,2.29,4.55,4.01,4.47,7.39,6.26,6.17,5.77,3.51
