,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.76,1.1,0.91,0.88,0.72,0.5,0.6,0.46,0.45,0.44,0.45,0.35,0.38,0.35,0.38
f_1,1.31,1.0,0.99,0.72,0.93,0.67,0.43,0.51,0.44,0.46,0.42,0.38,0.32,0.29,0.26,0.31
c_1,0.91,1.01,1.0,1.11,1.24,0.64,0.57,0.3,0.37,0.49,0.4,0.37,0.32,0.32,0.31,0.3
d_1,1.09,1.39,0.9,1.0,0.92,0.68,0.49,0.46,0.59,0.37,0.39,0.39,0.36,0.36,0.29,0.24
b_1,1.13,1.09,0.81,1.08,1.0,1.23,0.58,0.55,0.48,0.49,0.42,0.46,0.36,0.38,0.29,0.36
a_1,1.37,1.5,1.56,1.47,0.82,1.0,0.7,0.56,0.53,0.62,0.53,0.67,0.86,0.54,0.5,0.41
h_1,1.95,2.32,1.75,2.0,1.69,1.41,1.0,0.91,0.87,1.04,0.81,0.73,0.7,0.71,0.67,0.81
d_0,1.62,2.06,3.25,2.21,1.8,1.76,1.09,1.0,0.88,1.01,0.96,0.81,0.73,0.86,0.71,0.68
c_0,2.26,2.27,2.73,1.69,2.02,1.91,1.12,1.16,1.0,1.08,1.32,0.93,0.83,0.88,0.9,0.71
g_1,2.2,2.17,2.08,2.7,2.05,1.55,0.97,1.0,0.9,1.0,0.93,1.06,0.67,0.69,0.77,0.65
b_0,2.32,2.35,2.57,2.48,2.43,1.86,1.23,1.03,0.76,1.15,1.0,0.81,1.3,0.77,0.81,0.71
f_0,2.07,2.89,2.62,2.59,2.19,1.66,1.37,1.22,1.02,0.89,1.23,1.0,0.91,0.8,1.22,0.63
a_0,2.79,3.11,3.04,2.73,2.96,1.3,1.41,1.42,1.28,1.47,0.83,1.07,1.0,1.05,0.9,1.01
h_0,2.78,3.3,3.05,3.01,2.7,2.03,1.37,1.21,1.15,1.42,1.33,1.17,0.95,1.0,0.91,0.94
e_0,2.63,3.57,3.47,3.55,3.43,1.95,1.48,1.51,1.26,1.4,1.32,0.87,1.11,1.16,1.0,0.98
g_0,2.89,3.01,3.25,4.32,2.78,2.29,1.25,1.5,1.43,1.49,1.36,1.53,1.05,1.07,1.08,1.0
