,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.39,0.53,0.34,0.37,0.27,0.26,0.44,0.28,0.23,0.28,0.25,0.26,0.17,0.12,0.2
f_1,0.7,0.94,0.39,0.41,0.28,0.26,0.25,0.27,0.23,0.2,0.23,0.13,0.19,0.18,0.16,0.17
c_1,0.38,0.46,0.94,0.46,0.59,0.25,0.28,0.23,0.13,0.22,0.18,0.21,0.24,0.18,0.18,0.2
d_1,0.45,0.49,0.34,0.94,0.35,0.25,0.29,0.22,0.41,0.24,0.33,0.27,0.25,0.22,0.19,0.2
b_1,0.41,0.54,0.38,0.42,0.94,0.59,0.29,0.27,0.27,0.23,0.11,0.21,0.23,0.16,0.2,0.22
a_1,0.48,0.6,0.57,0.53,0.29,0.93,0.32,0.35,0.32,0.27,0.33,0.26,0.29,0.13,0.19,0.23
h_1,0.68,0.87,0.64,0.66,0.52,0.44,0.75,0.41,0.41,0.45,0.34,0.35,0.26,0.29,0.31,0.38
d_0,0.63,0.71,1.23,0.46,0.56,0.46,0.47,0.64,0.34,0.35,0.45,0.4,0.41,0.31,0.29,0.34
c_0,0.8,0.77,0.63,0.74,0.45,0.51,0.44,0.56,0.64,0.41,0.74,0.4,0.4,0.33,0.3,0.38
g_1,0.65,0.63,0.7,0.95,0.6,0.44,0.45,0.45,0.43,0.75,0.42,0.6,0.32,0.34,0.33,0.26
b_0,0.82,0.78,0.85,0.72,0.49,0.41,0.51,0.53,0.37,0.4,0.65,0.4,0.43,0.5,0.27,0.4
f_0,0.68,0.55,0.9,0.69,0.73,0.59,0.55,0.52,0.49,0.39,0.46,0.66,0.42,0.34,0.49,0.35
h_0,0.73,1.1,0.81,0.82,0.73,0.47,0.44,0.58,0.51,0.54,0.47,0.4,0.35,0.34,0.33,0.46
a_0,0.97,0.82,0.84,0.78,0.61,0.45,0.59,0.59,0.54,0.48,0.43,0.55,0.51,0.62,0.32,0.42
e_0,0.66,1.04,0.81,0.95,0.65,0.61,0.6,0.58,0.52,0.51,0.54,0.42,0.46,0.49,0.6,0.35
g_0,0.81,0.82,0.82,1.26,0.66,0.48,0.52,0.47,0.5,0.34,0.46,0.61,0.45,0.38,0.42,0.35
