,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,2.34,0.65,0.54,0.43,0.42,0.4,1.19,0.95,2.35,0.55,1.25,1.22,1.13,1.39,1.18,1.53
f_1,0.57,2.33,1.02,0.53,0.46,0.44,0.85,0.9,0.91,0.99,0.97,0.48,0.9,1.5,0.6,1.04
e_1,0.5,0.63,2.39,0.74,0.51,0.38,1.08,0.84,1.21,2.26,1.17,1.17,0.95,1.21,0.54,1.31
c_1,0.54,0.53,0.48,2.44,1.05,0.36,1.11,0.85,0.52,1.08,1.04,1.09,0.97,1.51,0.95,1.23
b_1,0.55,0.64,0.52,0.57,2.55,0.82,0.86,0.94,0.87,1.2,0.48,1.11,0.81,1.57,0.98,1.38
a_1,0.72,0.64,0.49,0.6,0.51,3.14,0.97,1.11,1.28,0.99,0.95,1.11,0.36,1.68,0.87,1.08
h_1,0.79,0.91,0.62,0.62,0.62,0.45,3.14,1.49,1.28,1.12,1.48,1.42,1.14,1.09,1.5,2.17
g_1,1.08,0.55,0.74,0.61,0.58,0.44,1.21,3.35,1.5,1.05,1.48,2.15,1.12,1.42,1.44,0.77
c_0,0.78,0.8,0.72,0.43,0.53,0.56,1.5,1.27,2.7,1.58,2.63,1.45,1.74,1.66,1.33,1.63
d_0,0.36,0.64,0.65,1.45,0.6,0.5,1.24,1.01,1.07,2.85,1.35,1.49,1.07,1.77,1.15,1.78
b_0,0.67,0.86,0.67,0.77,0.38,0.39,1.44,1.23,1.57,1.64,3.03,1.82,2.48,1.96,1.57,2.21
f_0,0.89,0.45,0.63,0.74,0.69,0.52,1.45,1.15,1.58,1.32,1.51,2.86,1.31,1.8,2.39,1.81
a_0,0.71,0.81,0.65,0.79,0.65,0.29,1.36,1.14,1.43,1.4,1.26,1.65,3.11,2.19,1.39,1.92
h_0,0.78,1.02,0.75,0.6,0.62,0.4,0.81,1.61,1.65,1.51,1.25,1.11,1.25,0.96,1.2,1.8
e_0,0.76,0.83,0.42,0.66,0.6,0.55,1.63,1.37,1.48,1.34,1.34,1.48,1.85,1.97,3.15,1.82
g_0,1.06,0.63,0.59,0.76,0.52,0.51,1.42,0.78,1.61,1.23,1.25,2.08,1.14,1.52,1.44,1.44
