,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.1,1.81,3.48,3.17,3.04,2.94,0.79,0.74,0.99,0.65,0.55,0.82,0.4,0.56,0.98,0.42
f_1,2.68,1.1,3.22,2.54,2.97,2.57,0.56,0.66,0.83,0.59,0.59,0.88,0.3,0.57,0.58,0.58
c_1,2.76,3.46,1.11,4.63,3.19,3.05,1.03,0.41,1.0,1.11,0.77,0.67,0.52,0.61,0.61,0.59
d_1,3.95,4.13,3.77,1.1,3.37,2.89,1.02,1.32,0.59,0.65,0.7,0.68,0.52,0.68,0.64,0.31
b_1,4.13,3.85,2.04,4.39,1.12,4.66,1.21,0.72,1.12,1.28,1.43,0.85,0.62,0.99,0.72,0.48
a_1,5.67,6.15,4.4,5.77,2.61,1.13,1.92,1.27,1.99,1.34,1.28,0.95,0.88,1.5,1.08,0.82
h_1,10.44,12.4,13.19,11.4,14.0,10.27,1.63,2.48,3.43,2.37,2.05,2.56,2.39,2.27,2.16,1.64
d_0,8.23,13.39,14.4,22.15,15.9,13.13,4.21,1.98,3.83,3.79,3.42,2.85,2.58,2.81,3.47,2.49
g_1,13.61,15.45,12.61,13.45,13.73,12.57,3.64,3.26,1.73,3.14,2.86,2.87,1.67,3.05,3.07,2.45
c_0,15.15,17.17,22.75,7.98,16.75,11.92,4.04,4.36,3.46,1.92,3.0,2.87,2.69,2.81,2.89,2.04
b_0,17.75,19.72,24.15,13.39,25.35,13.21,4.9,3.83,3.79,1.9,1.98,3.02,2.25,3.1,2.71,2.59
f_0,15.8,30.15,17.94,14.73,17.16,17.14,4.84,3.51,2.99,3.35,2.97,1.96,2.48,2.98,2.99,1.42
h_0,22.06,22.47,22.92,18.33,18.15,20.33,8.93,4.79,5.68,3.95,4.55,4.29,4.0,3.55,3.54,2.49
a_0,26.25,24.08,29.9,19.24,33.9,26.25,5.7,5.93,6.26,4.12,2.58,4.22,3.47,2.29,4.07,3.51
e_0,33.59,36.35,26.84,22.15,30.26,24.99,7.81,4.92,5.59,4.61,5.13,2.7,4.04,4.12,2.27,2.9
g_0,32.14,28.09,32.04,30.19,30.26,28.41,7.38,6.37,12.87,5.88,5.64,6.51,3.58,6.74,5.65,5.18
