,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.74,1.04,1.1,0.92,0.94,1.05,1.38,1.15,1.0,1.26,1.14,0.96,1.01,1.14,0.81
f_1,1.35,1.0,0.96,1.01,0.84,1.05,0.9,1.05,0.91,1.05,0.78,0.91,0.86,0.88,1.03,0.82
d_1,0.96,1.05,1.0,0.95,1.11,0.87,0.93,1.26,1.26,0.89,1.0,0.98,1.11,1.06,0.9,0.88
c_1,0.91,0.99,1.05,1.0,1.17,1.24,1.0,0.77,0.68,0.91,0.83,1.11,0.95,1.06,1.06,1.18
b_1,1.09,1.19,0.9,0.86,1.0,1.14,1.01,0.93,0.96,0.97,0.91,1.04,0.99,1.0,0.85,0.93
a_1,1.07,0.96,1.14,0.8,0.88,1.0,1.21,1.02,1.0,0.98,1.29,0.89,1.1,,0.96,0.94
h_1,0.97,1.13,1.08,0.97,0.96,0.78,1.0,0.83,0.95,1.24,0.93,0.94,1.0,0.9,1.19,0.85
d_0,0.7,1.0,0.85,1.39,1.07,0.97,1.22,1.0,1.01,1.03,1.14,0.97,1.23,0.94,1.07,1.08
c_0,0.92,1.08,0.79,1.49,1.02,0.95,1.06,0.96,1.0,1.1,1.36,1.01,1.07,1.12,1.12,1.29
g_1,0.97,0.94,1.09,1.12,1.08,0.95,0.81,0.91,0.96,1.0,0.9,1.01,0.91,0.98,1.04,0.99
b_0,0.81,1.27,0.93,1.21,1.0,0.84,1.1,0.92,0.72,1.14,1.0,0.99,1.09,1.23,0.88,1.02
f_0,0.83,1.08,1.07,0.94,0.95,1.12,1.05,1.01,0.99,0.99,1.01,1.0,1.21,0.96,0.81,2.08
h_0,0.98,1.15,0.92,1.05,1.05,0.91,0.98,0.86,0.93,1.15,0.89,0.81,1.0,0.94,1.19,1.04
a_0,0.95,1.13,1.07,0.89,0.99,,1.1,1.03,0.91,0.94,0.86,1.15,1.09,1.0,1.2,1.14
g_0,0.82,1.0,1.11,0.9,1.12,0.98,0.83,0.92,0.88,1.0,1.13,1.17,0.84,0.75,,1.13
e_0,1.07,1.26,1.09,0.9,1.1,1.11,1.22,0.97,0.72,0.99,0.94,0.54,0.96,0.81,0.85,1.0
