,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.78,0.96,0.89,0.84,0.68,0.72,0.92,0.7,0.64,0.83,0.66,0.49,0.56,0.57,
f_1,1.28,1.0,1.03,1.08,0.72,1.07,0.66,0.75,0.58,0.69,0.5,,0.53,0.56,0.6,0.53
d_1,1.05,0.97,1.0,0.95,0.96,0.7,0.65,,0.86,0.52,0.63,0.64,0.66,0.64,0.51,0.51
c_1,1.13,0.93,1.05,1.0,1.0,1.15,0.66,0.58,,0.6,0.61,0.79,0.56,0.71,0.57,0.68
b_1,1.18,1.38,1.04,1.0,1.0,0.88,0.78,0.6,0.75,0.79,,0.66,0.7,,0.49,0.58
a_1,1.47,0.93,1.43,0.87,1.14,1.0,0.92,0.83,0.85,,,,0.87,,0.61,
h_1,1.39,1.52,1.54,1.52,1.29,1.09,1.0,0.85,1.04,1.32,0.69,0.83,,,0.97,0.56
d_0,1.08,1.32,,1.72,1.67,1.2,1.18,1.0,0.98,1.01,1.18,0.87,1.05,0.74,0.85,0.83
c_0,1.44,1.72,1.17,,1.33,1.18,0.96,1.03,1.0,0.99,1.28,0.79,0.81,0.83,1.03,
g_1,1.57,1.45,1.92,1.66,1.27,,0.76,0.99,1.01,1.0,0.9,0.9,0.95,0.93,,0.7
b_0,1.2,2.02,1.58,1.64,,,1.45,0.85,0.78,1.12,1.0,1.14,1.05,1.19,0.76,0.73
f_0,1.52,,1.56,1.27,1.5,,1.2,1.15,1.26,1.12,0.88,1.0,1.13,0.85,0.63,
h_0,2.05,1.89,1.51,1.77,1.43,1.14,,0.95,1.24,1.06,0.96,0.89,,1.12,1.36,
a_0,1.77,1.8,1.56,1.4,,,,1.35,1.2,1.07,0.84,1.18,0.89,1.0,,
g_0,1.75,1.68,1.97,1.77,2.03,1.65,1.03,1.17,0.97,,1.32,1.59,0.74,,,1.01
e_0,,1.89,1.97,1.47,1.72,,1.77,1.21,,1.44,1.37,,,,0.99,1.0
