,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.19,0.9,0.98,0.97,0.69,0.55,0.63,0.57,0.72,0.58,0.47,0.47,0.53,0.48,0.52
e_1,0.84,1.0,0.87,1.05,0.95,0.9,0.84,0.95,0.61,0.64,0.78,0.75,0.71,0.57,0.65,0.71
d_1,1.11,1.15,1.0,0.88,1.11,0.71,0.67,0.67,0.95,0.51,0.6,0.64,0.62,0.67,0.55,0.47
c_1,1.02,0.97,1.12,1.0,1.3,0.86,0.65,0.47,0.49,0.63,0.52,0.57,0.61,0.57,0.57,0.57
b_1,1.04,1.05,0.9,0.77,1.0,1.43,0.91,0.72,0.75,0.75,0.87,0.69,0.68,0.5,0.57,0.71
a_1,1.43,1.1,1.42,1.17,0.71,1.0,0.83,0.76,0.71,1.01,0.73,0.74,0.64,0.68,0.69,0.56
h_1,1.83,1.2,1.52,1.44,1.13,1.11,1.0,0.84,0.88,1.13,0.88,0.73,0.88,0.81,0.73,0.92
d_0,1.6,0.98,1.47,2.23,1.42,1.27,1.2,1.0,0.99,1.06,0.81,0.99,0.96,0.89,0.89,0.94
c_0,1.74,1.67,1.05,2.15,1.22,1.4,1.12,1.01,1.0,1.11,1.4,0.83,1.04,0.98,0.88,0.84
g_1,1.39,1.57,1.92,1.7,1.39,0.93,0.85,0.96,0.89,1.0,1.05,1.23,0.8,0.75,0.85,0.8
b_0,1.78,1.29,1.63,1.95,1.18,1.32,1.1,1.16,0.74,0.92,1.0,0.85,0.93,1.31,0.81,0.74
f_0,2.28,1.25,1.62,1.89,1.39,1.26,1.41,1.07,1.2,0.81,1.22,1.0,1.02,1.02,1.46,0.82
h_0,2.07,1.49,1.62,1.58,1.49,1.64,1.13,0.99,0.98,1.26,1.08,0.99,0.99,0.8,0.87,1.09
a_0,2.01,1.64,1.49,1.69,1.95,1.16,1.25,1.08,1.09,1.36,0.82,0.94,1.27,1.0,0.84,1.02
e_0,2.06,1.61,1.73,1.77,1.79,1.48,1.42,1.14,1.13,1.09,1.26,0.69,1.15,1.06,1.0,1.02
g_0,1.99,1.5,2.14,1.76,1.39,1.67,1.08,1.06,1.16,1.23,1.34,1.21,0.91,1.06,0.96,1.0
