,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,6.51,9.46,9.73,9.29,6.53,3.02,3.91,3.01,2.37,2.59,2.47,2.21,1.9,,1.98
f_1,9.62,1.07,8.81,10.48,8.56,8.82,2.52,3.24,3.48,2.86,2.62,,1.37,3.74,1.99,1.87
d_1,12.16,10.24,1.07,7.84,8.06,9.27,3.67,2.33,,3.19,2.32,2.29,2.99,2.68,2.18,1.56
c_1,9.66,9.85,11.67,1.07,11.82,6.37,3.42,3.16,1.76,,3.92,2.57,2.31,2.04,2.34,2.44
b_1,10.75,11.42,9.38,5.96,1.07,12.08,3.37,4.09,5.46,4.32,,3.02,2.59,2.69,2.39,2.13
a_1,16.67,14.21,13.56,16.79,7.66,1.07,6.51,5.12,4.99,3.67,5.02,3.6,2.82,,,3.41
h_1,15.33,15.55,14.1,14.31,18.31,10.14,1.41,7.05,3.65,4.23,4.34,5.2,,4.9,3.0,3.02
g_1,17.15,17.31,20.29,18.68,11.6,14.38,3.91,1.41,4.69,5.05,4.16,5.24,2.74,4.31,4.82,
d_0,8.84,11.06,,17.86,10.73,10.0,5.76,5.53,1.76,4.56,4.22,4.93,3.61,4.24,4.04,3.2
c_0,21.39,14.37,9.81,,12.58,20.65,5.76,5.4,4.31,1.69,4.42,4.39,4.26,3.86,3.85,3.7
b_0,14.3,15.33,16.11,16.45,,17.54,6.81,7.75,4.42,4.42,1.71,4.7,3.84,3.97,3.05,3.44
f_0,17.41,,19.33,15.42,18.98,16.18,7.44,3.36,4.76,4.25,5.05,1.78,3.06,,,2.51
h_0,16.4,19.06,12.45,16.3,17.69,12.7,,7.2,4.0,3.98,4.33,4.9,,4.32,3.78,2.98
a_0,31.48,17.86,25.38,27.53,25.04,,5.96,6.83,7.15,5.64,4.38,,4.04,1.72,,5.09
e_0,,37.08,23.43,22.66,28.84,,9.76,9.47,6.75,6.2,8.53,,5.4,,1.71,
g_0,20.99,29.48,22.0,17.43,23.76,21.14,7.0,,5.37,5.02,5.16,5.94,3.75,4.57,,
