,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.72,1.1,0.93,0.92,0.87,0.41,0.45,0.45,0.35,0.32,0.42,0.26,0.31,0.39,0.28
f_1,1.02,0.66,0.98,0.81,0.89,0.78,0.33,0.38,0.41,0.33,0.33,0.39,0.23,0.32,0.29,0.32
c_1,0.84,0.96,0.63,1.17,1.09,0.9,0.47,0.26,0.46,0.44,0.34,0.33,0.3,0.29,0.31,0.31
d_1,1.08,1.16,0.98,0.62,0.91,0.81,0.45,0.45,0.3,0.4,0.39,0.35,0.3,0.35,0.33,0.2
b_1,1.06,1.1,0.69,1.14,0.62,1.26,0.5,0.33,0.49,0.5,0.47,0.41,0.33,0.37,0.34,0.27
a_1,1.21,1.33,1.0,1.35,0.7,0.57,0.62,0.46,0.61,0.49,0.51,0.4,0.38,0.5,0.41,0.34
h_1,1.51,1.8,1.64,1.58,1.61,1.23,0.52,0.57,0.68,0.56,0.51,0.6,0.54,0.54,0.49,0.45
d_0,1.15,1.61,1.93,2.09,1.93,1.46,0.79,0.56,0.73,0.67,0.65,0.62,0.61,0.55,0.69,0.55
g_1,1.62,1.74,1.6,1.82,1.58,1.37,0.72,0.64,0.52,0.67,0.64,0.62,0.45,0.59,0.58,0.46
c_0,1.88,2.02,2.05,1.2,1.71,1.34,0.79,0.82,0.66,0.53,0.74,0.62,0.62,0.62,0.58,0.47
b_0,1.85,1.95,2.44,1.48,2.07,1.39,0.84,0.73,0.66,0.45,0.53,0.6,0.53,0.68,0.54,0.54
f_0,1.71,2.22,1.91,1.74,1.69,1.85,0.83,0.68,0.58,0.65,0.61,0.52,0.55,0.6,0.66,0.35
h_0,2.05,2.15,2.01,1.8,1.75,1.73,0.98,0.75,0.88,0.62,0.72,0.69,0.63,0.6,0.59,0.52
a_0,2.18,2.04,2.53,1.82,2.38,1.72,0.81,0.95,0.81,0.62,0.5,0.69,0.65,0.51,0.66,0.55
e_0,2.44,2.63,2.15,1.95,2.13,1.92,1.01,0.75,0.79,0.7,0.8,0.5,0.71,0.64,0.51,0.52
g_0,2.2,2.11,2.31,2.44,2.21,1.92,0.9,0.81,1.14,0.8,0.76,0.98,0.6,0.85,0.71,0.68
