,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.95,1.1,0.96,0.69,0.48,0.54,0.39,0.55,0.45,0.45,0.34,0.34,0.33,0.34
f_1,1.31,1.0,0.9,0.95,0.8,0.57,0.43,0.43,0.38,0.41,0.4,0.28,0.28,0.33,0.28,0.33
d_1,1.05,1.12,1.0,0.82,0.92,0.81,0.52,0.38,0.57,0.48,0.44,0.35,0.35,0.35,0.35,0.25
c_1,0.92,1.05,1.23,1.0,1.38,0.76,0.51,0.43,0.39,0.33,0.36,0.41,0.35,0.38,0.32,0.32
b_1,1.03,1.24,1.09,0.73,1.0,1.33,0.65,0.51,0.55,0.47,0.46,0.45,0.47,0.28,0.36,0.36
a_1,1.44,1.75,1.24,1.31,0.75,1.0,0.72,0.6,0.58,0.69,0.6,0.44,0.5,0.61,0.44,0.48
h_1,2.07,2.34,1.92,1.96,1.55,1.36,1.0,1.1,0.84,0.81,0.82,0.75,0.61,0.69,0.53,0.75
g_1,1.93,2.15,2.68,2.3,2.06,1.63,0.89,1.0,1.03,0.87,0.83,1.02,0.72,0.69,0.7,0.63
c_0,2.53,2.53,1.74,2.84,1.69,1.78,1.2,0.97,1.0,1.2,1.34,0.91,0.78,0.82,0.75,0.73
d_0,1.88,2.35,2.08,2.99,2.19,1.41,1.21,1.16,0.86,1.0,1.06,0.98,0.85,0.68,0.68,0.83
b_0,2.23,2.56,2.38,2.74,2.0,1.59,1.26,1.21,0.74,0.92,1.0,0.87,0.83,1.12,0.77,0.67
f_0,2.28,3.4,2.8,2.54,2.28,2.14,1.33,1.05,1.11,1.09,1.16,1.0,1.05,0.82,1.18,0.61
h_0,3.13,3.57,3.01,2.81,2.05,1.95,1.57,1.43,1.23,1.21,1.25,0.94,1.0,0.79,0.95,1.18
a_0,2.93,2.99,2.89,2.6,3.34,1.77,1.48,1.47,1.19,1.43,0.93,1.22,1.28,1.0,0.91,0.86
e_0,3.0,3.64,2.88,2.9,2.7,2.41,1.79,1.33,1.38,1.47,1.32,0.86,1.06,1.04,1.0,1.15
g_0,2.78,3.21,3.88,3.21,2.95,2.0,1.32,1.48,1.34,1.19,1.55,1.68,0.86,1.12,0.93,1.0
