,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.72,0.84,0.89,0.86,0.74,0.51,0.51,0.36,0.37,0.44,0.34,0.34,0.29,0.37,
f_1,1.38,1.0,0.96,0.87,0.87,0.74,0.42,0.42,0.43,0.38,0.41,,0.26,0.31,0.29,
d_1,1.19,1.04,1.0,0.99,0.79,0.76,0.55,,0.56,0.38,0.37,0.37,0.41,0.28,0.29,0.26
c_1,1.12,1.14,1.01,1.0,1.36,0.77,0.64,0.42,,0.4,0.42,0.35,0.33,0.44,0.32,0.29
b_1,1.16,1.15,1.27,0.73,1.0,0.97,0.59,0.61,0.62,,,0.32,0.4,0.31,0.32,0.41
a_1,1.36,1.35,1.32,1.3,1.03,1.0,0.59,0.69,0.67,0.69,0.61,,0.47,,0.4,
h_1,1.95,2.39,1.81,1.56,1.7,1.69,1.0,0.88,0.72,1.01,0.76,0.8,,0.49,0.87,0.61
d_0,1.95,2.4,,2.41,1.63,1.44,1.13,1.0,1.05,1.02,0.95,0.91,0.93,0.55,0.67,0.87
c_0,2.78,2.32,1.8,,1.62,1.49,1.39,0.95,1.0,0.86,1.37,0.91,0.7,0.82,0.71,
g_1,2.67,2.64,2.67,2.48,,1.44,0.99,0.98,1.17,1.0,0.94,1.17,0.62,,,
b_0,2.25,2.44,2.68,2.4,,1.64,1.32,1.05,0.73,1.06,1.0,1.12,0.85,1.22,0.79,0.75
f_0,2.93,,2.7,2.9,3.14,,1.25,1.09,1.1,0.85,0.89,1.0,0.99,0.82,0.57,1.28
h_0,2.93,3.78,2.46,3.07,2.52,2.13,,1.08,1.42,1.62,1.18,1.01,,0.76,1.01,0.83
a_0,3.44,3.26,3.52,2.26,3.21,,2.05,1.83,1.22,,0.82,1.22,1.32,1.0,0.9,
g_0,2.74,3.51,3.49,3.14,3.13,2.48,1.15,1.5,1.4,,1.27,1.76,0.99,1.11,,0.88
e_0,,,3.84,3.47,2.41,,1.64,1.15,,,1.33,0.78,1.2,,1.14,1.0
