,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.93,1.12,0.95,0.91,0.79,0.65,0.95,0.58,0.65,0.69,0.68,0.6,0.59,0.56
f_1,1.28,1.0,0.87,1.01,0.91,0.7,0.53,0.7,0.61,0.59,0.61,0.61,0.47,0.54,0.54,0.56
d_1,1.06,1.16,1.0,0.85,0.92,0.86,0.75,0.57,0.67,0.84,0.68,0.58,0.63,0.56,0.52,0.46
c_1,0.91,0.99,1.18,1.0,1.32,0.85,0.63,0.68,0.49,0.55,0.52,0.55,0.62,0.51,0.54,0.64
b_1,1.05,1.1,1.08,0.75,1.0,1.29,0.8,0.8,0.69,0.8,0.56,0.62,0.67,0.58,0.62,0.54
a_1,1.09,1.42,1.17,1.17,0.78,1.0,0.94,0.78,0.8,0.84,0.89,0.85,0.66,0.85,0.7,0.69
h_1,1.33,1.87,1.31,1.54,1.24,1.1,1.0,1.21,0.84,0.86,0.88,0.8,0.83,0.69,0.72,0.95
g_1,1.49,1.43,1.73,1.51,1.34,1.27,0.81,1.0,0.9,0.96,0.98,1.06,0.73,0.81,0.71,0.75
d_0,1.03,1.57,1.54,2.07,1.51,1.23,1.11,1.03,1.0,0.86,0.95,0.92,0.93,0.82,0.96,0.93
c_0,1.78,1.7,1.16,1.84,1.15,1.17,1.22,1.02,1.19,1.0,1.43,1.09,0.9,0.91,0.94,0.89
b_0,1.5,1.69,1.45,2.03,1.73,1.07,1.11,1.0,1.09,0.7,1.0,0.9,1.12,1.37,0.91,0.96
f_0,1.48,1.53,1.66,1.83,1.62,1.19,1.29,0.9,0.97,0.93,1.05,1.0,1.0,0.91,1.3,0.81
h_0,1.55,2.06,1.66,1.62,1.47,1.49,1.15,1.36,1.06,1.06,0.91,0.98,1.0,0.88,0.86,1.06
a_0,1.64,1.9,1.78,2.03,1.62,1.21,1.42,1.25,1.17,1.13,0.72,0.93,1.1,1.0,0.94,0.99
e_0,1.61,1.95,2.0,1.68,1.77,1.28,1.51,1.51,1.06,1.17,1.1,0.75,1.15,1.15,1.0,1.05
g_0,1.69,1.82,2.34,1.54,1.75,1.45,1.05,1.28,1.03,1.16,1.07,1.23,0.97,1.0,0.94,1.0
