,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,1.19,1.77,1.89,2.98,18.1,33.85,28.07,40.72,37.67,64.18,83.48,88.87,112.75,127.38
f_1,1.25,1.0,1.06,1.47,1.45,2.42,15.49,24.75,24.97,28.44,32.27,39.61,63.02,78.69,93.51,122.92
d_1,0.84,0.94,1.0,1.05,1.45,2.99,15.46,19.68,33.25,28.86,29.26,41.19,71.09,72.08,98.47,74.83
c_1,0.57,0.68,0.96,1.0,1.68,2.05,11.94,16.72,17.44,15.36,19.24,37.47,53.82,61.94,69.18,78.6
b_1,0.53,0.68,0.69,0.6,1.0,2.97,12.63,16.73,19.75,17.95,19.51,33.75,59.24,34.06,64.07,70.64
a_1,0.33,0.42,0.34,0.48,0.34,1.0,6.09,8.69,9.38,11.16,11.41,13.6,27.71,38.26,35.1,41.68
h_1,0.06,0.07,0.06,0.08,0.08,0.16,1.0,1.91,1.64,1.59,1.83,2.65,3.88,4.6,4.64,7.95
g_1,0.03,0.04,0.05,0.06,0.06,0.11,0.51,1.0,1.18,1.06,1.15,2.29,2.8,2.52,3.59,3.74
c_0,0.03,0.04,0.03,0.06,0.05,0.11,0.61,0.85,1.0,1.19,1.57,1.84,2.76,2.94,3.86,3.9
d_0,0.03,0.03,0.03,0.07,0.06,0.08,0.61,0.95,0.86,1.0,1.29,1.9,2.73,2.39,3.09,4.15
b_0,0.03,0.03,0.04,0.05,0.05,0.08,0.56,0.86,0.64,0.77,1.0,1.47,2.42,3.4,3.21,3.1
f_0,0.02,0.02,0.02,0.03,0.03,0.07,0.38,0.46,0.53,0.57,0.67,1.0,1.78,1.41,2.63,1.52
h_0,0.01,0.02,0.01,0.02,0.02,0.04,0.25,0.36,0.36,0.38,0.43,0.54,1.0,0.78,1.34,1.77
a_0,0.01,0.01,0.01,0.02,0.03,0.03,0.22,0.4,0.34,0.4,0.31,0.75,1.3,1.0,1.26,1.25
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.21,0.26,0.28,0.32,0.32,0.37,0.74,0.78,1.0,1.27
g_0,0.01,0.01,0.01,0.01,0.02,0.02,0.13,0.24,0.26,0.24,0.34,0.66,0.57,0.77,0.83,1.0
