,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.29,1.19,0.9,1.28,0.97,0.72,2.05,3.55,2.13,1.56,2.27,2.06,2.86,1.89,2.31,1.33
f_1,1.71,2.32,0.97,1.05,0.88,0.71,1.97,2.28,1.91,1.46,2.03,1.32,2.43,1.86,2.13,1.16
d_1,1.13,1.14,2.48,0.8,0.76,0.86,2.09,1.63,3.96,2.0,2.55,2.28,2.89,2.0,2.66,1.89
c_1,1.0,1.17,1.02,2.55,1.71,0.8,1.85,2.18,1.42,1.42,1.41,1.87,2.48,1.68,2.3,1.86
b_1,1.04,1.13,1.03,0.9,2.7,1.68,1.91,2.16,2.03,1.5,1.54,1.96,2.5,1.12,2.55,1.63
a_1,1.16,1.26,1.04,1.13,0.93,3.13,2.2,2.09,1.91,1.71,1.92,1.95,2.7,1.14,2.63,1.85
h_1,1.17,1.47,1.16,1.09,1.07,0.87,3.42,2.42,1.99,2.08,2.02,2.04,2.51,1.61,3.34,1.93
d_0,1.11,1.19,0.87,1.86,1.15,0.82,2.09,3.29,1.63,1.5,2.03,2.29,2.72,1.69,2.26,2.05
c_0,1.23,1.33,1.13,0.93,0.75,0.92,2.44,2.48,3.4,1.98,4.06,2.54,3.27,2.67,2.8,2.0
g_1,1.16,0.96,1.63,1.11,0.9,0.81,2.14,2.26,2.59,4.08,2.43,3.56,2.8,2.1,1.92,2.33
b_0,1.2,1.35,1.21,1.08,0.82,0.69,2.31,2.05,2.41,2.04,3.54,2.38,3.33,3.8,2.51,1.9
f_0,0.89,1.11,1.24,1.21,1.2,1.1,2.3,2.46,2.48,1.9,2.37,3.59,3.31,1.89,2.48,4.15
h_0,1.19,1.53,1.22,1.11,0.94,0.81,1.66,2.23,2.23,2.05,2.57,1.91,2.01,2.07,3.17,1.74
a_0,1.26,1.23,1.23,1.08,1.09,0.66,2.54,2.62,2.36,1.88,2.2,2.11,3.01,3.77,2.37,1.72
g_0,0.83,1.1,1.6,1.07,1.2,0.91,1.94,1.92,2.65,1.43,2.31,3.38,2.98,2.15,2.43,2.72
e_0,0.94,1.4,1.05,1.14,1.27,0.95,2.27,2.36,2.25,1.71,2.13,2.35,3.38,1.69,2.36,4.01
