,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.44,2.33,1.54,1.64,1.61,1.48,2.96,3.68,3.24,3.39,3.5,2.89,4.37,3.88,4.56,2.91
e_1,1.52,2.48,1.53,2.01,1.83,1.62,3.17,5.56,3.21,3.47,3.84,4.24,4.72,3.77,5.23,3.52
d_1,1.85,1.76,2.56,1.53,1.57,1.5,3.08,3.38,3.15,5.41,3.97,3.67,4.44,3.87,4.23,4.2
c_1,1.63,1.45,1.75,2.6,2.5,1.68,3.01,2.82,3.33,2.78,2.74,3.83,4.54,3.91,4.3,4.02
b_1,1.77,1.52,1.63,1.51,2.74,3.02,3.56,3.53,3.22,3.63,3.34,3.75,4.28,3.09,4.45,3.95
a_1,1.8,1.7,1.82,1.77,1.28,3.38,4.16,3.49,3.6,3.41,4.12,3.33,5.23,4.02,4.44,3.84
h_1,1.99,1.79,1.95,1.82,1.64,1.4,4.3,2.89,3.97,3.52,3.85,3.47,4.1,3.52,5.2,3.9
d_0,1.69,1.36,1.29,2.74,2.01,1.87,3.73,4.44,2.99,2.75,3.77,3.7,4.27,3.63,5.17,4.49
g_1,1.7,1.63,2.25,1.51,1.58,1.61,3.06,3.34,4.86,4.04,4.15,5.09,4.82,4.32,4.35,4.12
c_0,1.88,1.84,1.63,1.73,1.43,1.83,3.42,3.83,3.37,4.59,6.2,3.97,5.2,5.28,4.64,4.55
b_0,1.88,1.74,1.91,1.9,1.59,1.35,3.51,3.54,3.21,3.38,4.82,3.54,4.97,6.42,4.83,4.21
f_0,1.67,1.35,1.91,1.84,1.86,1.82,3.65,3.76,3.19,3.8,4.43,4.9,5.59,4.84,4.34,6.84
h_0,2.06,1.73,1.95,1.64,1.67,1.57,3.04,3.35,3.95,3.46,3.69,3.33,4.07,4.16,5.25,3.63
a_0,1.77,1.74,1.94,1.93,1.88,1.45,3.74,3.73,3.59,3.35,3.57,3.98,4.8,5.33,5.02,3.85
g_0,1.61,1.46,2.23,1.94,1.86,1.67,3.33,3.19,3.01,3.85,4.03,4.81,4.24,4.1,4.34,4.18
e_0,1.94,1.31,1.74,1.84,1.92,1.91,3.52,3.62,3.4,3.6,4.07,3.41,5.76,4.13,4.91,5.63
