,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,5.76,6.53,4.93,6.25,6.56,2.11,3.1,1.82,2.12,2.03,,1.39,1.99,1.68,1.64
d_1,6.06,0.67,8.2,5.0,5.28,5.42,3.07,1.69,2.29,,2.21,2.05,1.46,2.01,2.03,1.09
e_1,3.53,6.81,0.66,7.05,5.36,,2.42,2.76,2.37,2.59,1.93,2.67,1.61,1.73,,1.6
c_1,5.68,7.9,5.57,0.65,6.6,4.39,2.38,2.3,,1.4,2.75,1.97,2.13,1.81,2.32,1.85
b_1,5.24,6.82,6.54,3.77,0.63,6.02,3.31,2.59,2.73,2.3,,2.01,1.7,2.87,2.72,1.95
a_1,8.84,7.3,,10.38,4.35,0.57,3.39,2.85,3.72,1.91,2.57,3.18,2.24,,2.21,
h_1,5.78,3.92,6.14,5.07,5.14,4.05,0.59,3.21,1.95,1.55,1.45,3.0,,1.96,1.52,2.06
g_1,8.0,5.9,5.85,5.72,6.12,5.09,1.73,0.58,1.82,2.11,1.95,2.3,1.23,1.82,1.62,
c_0,5.6,3.08,4.84,,5.43,4.14,1.83,2.31,0.7,2.11,1.9,2.07,1.55,1.55,1.43,1.21
d_0,5.54,,2.87,5.94,5.15,6.55,2.51,1.81,1.65,0.7,2.11,1.41,1.23,2.24,1.19,1.49
b_0,4.98,4.58,6.1,4.99,,5.7,2.69,2.3,1.46,1.38,0.68,1.58,1.71,3.04,1.59,1.14
f_0,,4.99,4.01,5.37,6.46,3.55,1.86,1.67,1.46,2.05,2.51,0.69,1.55,2.09,3.2,1.05
h_0,4.71,4.78,4.54,4.33,4.64,3.19,,2.18,1.51,1.89,1.3,1.45,,1.45,1.63,1.77
a_0,6.18,5.98,6.05,6.81,4.92,,2.43,2.74,2.28,2.07,1.14,1.9,2.57,0.6,,1.8
e_0,6.6,5.51,,6.93,5.07,5.58,3.03,2.79,2.54,3.03,2.54,0.98,1.78,,0.61,1.52
g_0,5.08,7.71,5.17,4.36,4.0,,1.47,,1.85,2.27,2.22,1.86,1.0,1.89,2.0,
