,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.53,1.45,0.93,0.97,0.92,0.72,1.05,1.21,1.05,1.09,1.09,0.88,1.2,1.02,1.17,0.73
e_1,0.96,1.54,0.93,1.2,1.05,0.79,1.13,1.83,1.05,1.12,1.2,1.29,1.3,1.0,1.34,0.89
d_1,1.17,1.1,1.57,0.92,0.91,0.74,1.11,1.12,1.04,1.75,1.25,1.13,1.23,1.03,1.09,1.07
c_1,1.04,0.92,1.08,1.58,1.45,0.83,1.09,0.94,1.1,0.91,0.87,1.18,1.26,1.05,1.12,1.03
b_1,1.14,0.97,1.02,0.93,1.61,1.51,1.31,1.2,1.08,1.2,1.08,1.17,1.21,0.84,1.17,1.03
a_1,1.23,1.14,1.2,1.14,0.79,1.79,1.61,1.25,1.28,1.19,1.4,1.1,1.56,1.15,1.24,1.06
h_1,1.5,1.34,1.42,1.31,1.13,0.82,1.85,1.15,1.56,1.36,1.45,1.27,1.36,1.12,1.61,1.19
d_0,1.31,1.05,0.97,2.03,1.43,1.13,1.65,1.81,1.2,1.09,1.46,1.39,1.45,1.19,1.64,1.4
g_1,1.32,1.26,1.7,1.12,1.13,0.98,1.36,1.37,1.97,1.61,1.61,1.93,1.64,1.42,1.38,1.29
c_0,1.47,1.43,1.24,1.29,1.02,1.11,1.52,1.57,1.37,1.84,2.42,1.51,1.78,1.74,1.48,1.44
b_0,1.48,1.36,1.46,1.43,1.14,0.83,1.58,1.47,1.32,1.37,1.9,1.36,1.71,2.14,1.56,1.34
f_0,1.33,1.07,1.47,1.39,1.35,1.12,1.65,1.57,1.32,1.55,1.76,1.9,1.95,1.63,1.41,2.2
h_0,1.7,1.41,1.56,1.29,1.26,1.01,1.43,1.45,1.69,1.46,1.52,1.34,1.47,1.45,1.77,1.21
a_0,1.48,1.43,1.57,1.53,1.43,0.94,1.78,1.64,1.56,1.43,1.49,1.61,1.75,1.88,1.71,1.3
g_0,1.36,1.22,1.83,1.55,1.43,1.09,1.6,1.41,1.32,1.66,1.7,1.97,1.57,1.46,1.49,1.42
e_0,1.64,1.1,1.43,1.48,1.49,1.26,1.7,1.61,1.5,1.56,1.72,1.4,2.13,1.48,1.7,1.92
