,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.39,1.13,1.18,1.5,1.18,1.3,2.42,4.15,2.85,2.42,2.91,2.94,3.12,2.75,3.62,1.92
f_1,1.86,2.42,1.15,1.15,1.11,1.09,2.19,2.66,2.48,2.54,2.32,1.86,2.74,2.58,3.27,1.91
d_1,1.16,1.42,2.45,0.99,1.2,1.16,2.35,2.29,4.03,2.43,3.07,2.84,3.58,2.91,3.32,3.21
c_1,1.08,1.26,1.22,2.6,1.86,1.4,2.37,2.32,1.36,1.92,2.09,2.77,3.08,2.59,3.41,3.22
b_1,1.3,1.3,1.13,1.25,2.85,1.82,2.21,2.57,2.42,2.01,1.57,2.61,3.51,2.52,2.82,2.82
a_1,1.17,1.26,1.46,1.18,1.17,3.49,2.72,2.48,2.6,2.41,3.32,2.55,4.02,1.76,3.24,2.6
h_1,1.36,1.72,1.45,1.34,1.19,1.08,4.04,2.49,2.76,3.32,3.04,2.82,2.76,2.88,4.37,3.31
d_0,1.11,1.38,1.03,2.29,1.4,1.42,2.65,3.85,2.66,2.83,3.15,3.21,3.95,2.86,3.26,3.06
c_0,1.37,1.45,1.35,1.23,1.15,1.12,2.7,3.13,4.0,2.79,5.04,3.29,4.13,3.88,3.86,3.35
g_1,1.27,1.21,1.96,1.44,1.21,1.05,2.25,2.45,3.16,4.48,2.92,3.63,3.56,3.12,3.49,3.35
b_0,1.1,1.62,1.34,1.56,1.03,1.01,2.86,3.2,2.65,2.86,4.29,3.41,4.07,5.22,3.79,3.28
f_0,0.98,1.2,1.53,1.55,1.4,1.41,2.95,2.74,3.0,2.76,2.98,4.57,3.91,3.25,3.63,6.33
h_0,1.31,1.76,1.42,1.37,1.36,1.18,2.1,2.69,2.93,3.18,2.68,2.74,3.03,2.94,4.37,2.92
a_0,1.28,1.45,1.59,1.22,1.38,1.07,2.46,3.29,3.08,2.73,3.13,3.43,3.73,5.05,4.06,3.73
g_0,1.14,1.34,1.88,1.29,1.49,1.3,2.44,2.73,2.51,2.04,2.86,4.07,3.58,2.23,2.75,3.59
e_0,1.01,1.58,1.57,1.36,1.49,1.52,3.03,2.89,2.43,2.78,3.13,2.55,3.83,2.58,3.73,5.14
