,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,e_0,a_0,g_0
e_1,1.0,0.63,1.03,1.26,0.86,0.78,0.59,0.58,0.4,0.35,0.4,0.54,0.35,,0.28,0.31
f_1,1.58,1.0,0.89,0.78,0.76,0.75,0.45,0.45,0.5,0.54,,0.29,0.29,0.38,0.31,0.33
d_1,0.97,1.13,1.0,0.97,0.92,0.65,0.55,,0.43,0.64,0.38,0.43,0.34,0.44,0.31,0.24
c_1,0.79,1.29,1.03,1.0,1.35,0.71,0.48,0.31,0.37,,0.51,0.42,0.45,0.33,0.33,0.37
b_1,1.16,1.31,1.09,0.74,1.0,1.23,0.6,0.51,0.51,0.52,0.44,,0.39,0.41,0.3,0.34
a_1,1.28,1.33,1.53,1.41,0.81,1.0,0.67,0.6,0.6,0.56,0.37,0.7,0.55,,,0.4
h_1,1.7,2.24,1.83,2.1,1.66,1.5,1.0,0.9,1.12,0.75,0.85,0.77,,0.7,0.62,0.84
d_0,1.74,2.24,,3.21,1.95,1.66,1.11,1.0,1.23,0.84,0.89,0.85,0.65,0.66,0.81,0.64
g_1,2.5,1.99,2.34,2.74,1.95,1.68,0.89,0.81,1.0,1.0,1.29,0.77,0.65,0.68,0.68,
c_0,2.83,1.84,1.57,,1.91,1.79,1.33,1.19,1.0,1.0,1.16,1.1,0.82,0.68,0.65,0.75
f_0,2.48,,2.64,1.97,2.29,2.68,1.18,1.12,0.77,0.86,1.0,1.07,0.88,1.29,1.06,0.65
b_0,1.87,3.44,2.32,2.36,,1.43,1.3,1.18,1.31,0.91,0.93,1.0,0.89,0.86,1.16,0.94
h_0,2.88,3.39,2.96,2.25,2.56,1.82,,1.53,1.55,1.21,1.14,1.12,,0.56,0.86,0.96
e_0,,2.64,2.28,3.03,2.46,,1.43,1.52,1.46,1.47,0.78,1.16,1.77,1.0,,1.28
a_0,3.61,3.26,3.18,3.04,3.34,,1.61,1.24,1.46,1.53,0.94,0.87,1.17,,1.0,1.1
g_0,3.2,3.07,4.12,2.73,2.97,2.52,1.19,1.56,,1.34,1.53,1.06,1.04,0.78,0.91,
