,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.9,0.43,0.18,0.17,0.17,0.1,0.18,0.12,0.17,0.18,0.19,0.06,0.2,0.1,0.08,0.12
e_1,0.27,0.9,0.18,0.24,0.17,0.12,0.21,0.13,0.36,0.19,0.16,0.15,0.17,0.13,0.06,0.15
d_1,0.27,0.2,0.9,0.17,0.17,0.11,0.21,0.16,0.1,0.36,0.24,0.16,0.21,0.14,0.14,0.17
c_1,0.23,0.19,0.19,0.89,0.34,0.12,0.19,0.17,0.19,0.07,0.12,0.14,0.18,0.11,0.11,0.12
b_1,0.23,0.2,0.21,0.23,0.88,0.24,0.17,0.15,0.2,0.17,0.09,0.17,0.22,0.1,0.1,0.13
a_1,0.27,0.22,0.24,0.24,0.15,0.87,0.2,0.15,0.2,0.18,0.18,0.18,0.2,0.08,0.12,0.15
h_1,0.39,0.27,0.3,0.24,0.21,0.11,0.57,0.25,0.22,0.24,0.22,0.2,0.13,0.12,0.15,0.23
g_1,0.21,0.2,0.47,0.25,0.25,0.11,0.24,0.56,0.17,0.22,0.22,0.28,0.21,0.16,0.16,0.13
d_0,0.29,0.26,0.15,0.48,0.23,0.15,0.26,0.18,0.43,0.15,0.18,0.19,0.22,0.15,0.13,0.17
c_0,0.33,0.31,0.32,0.16,0.15,0.13,0.24,0.22,0.21,0.44,0.45,0.17,0.28,0.21,0.13,0.21
b_0,0.28,0.32,0.31,0.26,0.12,0.11,0.24,0.2,0.27,0.27,0.48,0.18,0.24,0.37,0.13,0.21
f_0,0.17,0.2,0.31,0.31,0.25,0.17,0.27,0.21,0.23,0.2,0.2,0.45,0.26,0.19,0.34,0.23
h_0,0.39,0.27,0.29,0.23,0.2,0.14,0.17,0.26,0.2,0.22,0.23,0.21,0.15,0.14,0.16,0.26
a_0,0.31,0.26,0.26,0.26,0.26,0.1,0.28,0.2,0.28,0.22,0.26,0.18,0.28,0.39,0.18,0.21
e_0,0.3,0.16,0.27,0.25,0.28,0.16,0.27,0.23,0.2,0.24,0.22,0.23,0.32,0.16,0.39,0.2
g_0,0.25,0.27,0.39,0.27,0.19,0.13,0.22,0.17,0.21,0.21,0.29,0.31,0.26,0.15,0.18,0.12
