,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.38,0.63,0.73,0.85,0.81,0.72,1.53,1.55,2.88,1.64,1.86,1.79,2.09,1.91,0.91,2.27
f_1,1.33,2.39,0.75,0.77,0.66,0.6,1.42,1.3,1.6,1.28,0.82,1.58,1.85,1.63,1.04,1.97
d_1,0.7,0.8,2.59,0.72,0.74,0.87,1.49,1.21,0.71,3.37,1.49,1.74,2.03,1.54,1.76,1.59
c_1,0.7,0.8,0.72,2.61,1.26,0.67,1.59,1.33,1.46,0.66,1.55,1.49,2.11,1.73,1.74,2.01
b_1,0.74,0.79,0.73,0.68,2.71,1.28,1.44,1.75,1.52,1.86,1.89,0.73,1.95,1.48,1.68,2.03
a_1,0.78,0.92,0.72,0.75,0.59,3.26,1.24,1.37,1.63,1.78,1.72,1.93,2.86,1.64,1.69,2.48
h_1,0.87,1.28,1.14,0.89,1.04,1.03,3.76,2.64,1.87,2.1,2.22,2.02,1.42,2.08,2.17,2.87
g_1,0.86,1.06,1.56,0.99,0.77,0.94,1.57,4.22,1.64,1.94,3.24,2.39,2.57,2.21,1.86,1.59
d_0,0.73,1.05,0.55,1.77,1.13,0.94,2.17,2.2,3.73,1.65,2.5,2.66,2.59,2.46,2.51,2.6
c_0,0.95,1.32,0.88,0.68,0.84,1.12,2.25,2.35,2.53,3.85,2.4,4.45,2.72,2.4,2.86,3.13
f_0,0.88,0.7,1.27,1.21,0.97,0.91,2.06,1.93,2.13,2.2,4.03,2.56,3.36,2.42,5.46,2.55
b_0,0.94,1.24,1.05,1.07,0.73,0.85,2.16,1.97,2.07,1.46,2.62,3.98,2.81,4.23,2.59,3.63
h_0,0.94,1.33,1.08,1.06,1.01,0.67,1.41,2.36,2.08,1.7,1.96,2.51,1.73,2.04,2.7,3.18
a_0,0.99,1.11,1.33,0.86,1.04,,2.43,1.98,2.01,2.04,3.2,1.78,3.96,4.73,3.33,3.26
e_0,0.68,1.36,1.06,1.19,1.04,1.11,2.17,2.32,2.24,2.13,1.48,2.35,2.84,1.42,4.79,3.24
g_0,0.85,0.87,1.57,1.06,1.05,0.92,1.92,1.32,1.98,1.93,3.05,2.18,2.58,1.88,2.49,2.07
