,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.7,1.2,0.89,0.97,0.6,0.5,0.62,0.41,0.44,0.41,0.45,0.36,0.34,0.35,0.31
f_1,1.43,1.0,0.92,0.87,0.83,0.73,0.35,0.43,0.42,0.36,0.38,0.38,0.32,0.26,0.24,0.3
c_1,0.84,1.1,1.0,1.0,1.17,0.76,0.51,0.3,0.48,0.38,0.33,0.4,0.34,0.34,0.3,0.28
d_1,1.12,1.16,1.0,1.0,0.92,0.66,0.52,0.44,0.38,0.57,0.46,0.38,0.35,0.39,0.34,0.27
b_1,1.03,1.22,0.85,1.08,1.0,1.23,0.49,0.48,0.53,0.57,0.58,0.45,0.45,0.36,0.37,0.42
a_1,1.69,1.38,1.32,1.51,0.82,1.0,0.83,0.67,0.69,0.57,0.63,0.46,0.51,0.48,0.45,0.41
h_1,2.03,2.85,1.96,1.87,2.01,1.27,1.0,0.93,1.19,0.76,0.84,0.87,0.72,0.75,0.67,0.68
d_0,1.56,2.25,3.35,2.36,2.09,1.51,1.08,1.0,1.24,0.79,0.97,0.87,0.78,0.7,0.81,0.87
g_1,2.41,2.34,2.09,2.59,2.04,1.55,0.86,0.83,1.0,1.12,0.88,1.02,0.79,0.6,0.81,0.72
c_0,2.16,2.59,2.61,1.74,1.77,1.71,1.31,1.27,0.95,1.01,1.41,0.99,0.9,0.82,0.85,0.75
b_0,2.42,2.64,2.96,2.25,1.78,1.62,1.15,1.12,1.26,0.76,1.0,0.98,0.91,1.09,0.87,0.84
f_0,2.17,2.69,2.58,2.69,2.35,2.01,1.16,1.12,0.96,1.05,0.99,1.0,0.99,0.96,1.12,0.63
h_0,2.61,3.33,2.76,2.83,2.24,2.01,1.42,1.32,1.31,1.11,1.07,1.03,1.0,0.88,0.9,1.07
a_0,2.89,3.75,2.82,2.69,2.84,2.28,1.34,1.39,1.67,1.24,0.9,1.08,1.12,1.0,1.03,0.96
e_0,2.9,4.0,3.22,3.01,2.86,2.25,1.51,1.23,1.33,1.05,1.17,0.82,1.17,0.89,1.0,0.87
g_0,3.03,3.2,3.37,3.87,2.56,2.31,1.51,1.22,1.4,1.46,1.28,1.65,0.92,1.02,1.11,1.0
