,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.55,0.89,1.26,0.9,0.99,0.84,1.22,1.82,1.23,1.14,1.19,1.26,1.2,1.11,1.01,1.21
f_1,1.49,1.56,0.97,1.04,0.81,0.81,1.08,1.17,1.15,1.13,1.11,0.81,1.11,1.07,0.72,1.22
c_1,0.87,1.03,1.57,1.03,1.55,0.87,1.07,1.03,0.92,1.0,0.77,1.13,1.21,0.99,0.97,1.2
d_1,1.08,1.06,0.92,1.57,1.01,0.81,1.14,1.01,1.71,1.01,1.35,1.17,1.28,0.95,1.07,1.05
b_1,1.05,1.22,0.86,1.09,1.62,1.49,1.29,1.16,1.44,1.12,1.03,1.13,1.27,0.81,1.0,1.24
a_1,1.14,1.18,1.15,1.15,0.76,1.73,1.4,1.38,1.2,1.25,1.29,1.35,1.5,0.9,1.26,1.25
h_1,1.25,1.51,1.32,1.27,1.11,0.91,1.89,1.37,1.32,1.63,1.32,1.33,1.38,1.25,1.31,1.72
d_0,1.13,1.2,1.88,1.1,1.32,1.03,1.44,1.84,1.18,1.32,1.38,1.43,1.68,1.27,1.34,1.61
c_0,1.33,1.44,1.31,1.25,0.95,1.1,1.6,1.69,1.81,1.33,2.23,1.35,1.74,1.65,1.47,1.56
g_1,1.25,1.14,1.31,1.77,1.12,1.03,1.3,1.41,1.51,1.94,1.44,1.9,1.49,1.22,1.34,1.31
b_0,1.26,1.36,1.67,1.31,1.15,0.88,1.58,1.58,1.31,1.44,1.89,1.37,1.73,2.16,1.29,1.59
f_0,1.14,1.35,1.52,1.32,1.4,1.1,1.62,1.61,1.56,1.29,1.55,1.93,1.81,1.38,2.24,1.4
h_0,1.34,1.73,1.45,1.42,1.31,1.01,1.38,1.48,1.45,1.61,1.5,1.45,1.58,1.42,1.33,1.88
a_0,1.35,1.58,1.38,1.52,1.44,1.05,1.72,1.57,1.49,1.58,1.39,1.56,1.95,1.93,1.34,1.61
e_0,1.24,1.67,1.37,1.38,1.3,1.19,1.73,1.51,1.52,1.51,1.65,1.32,1.75,1.68,1.92,1.66
g_0,1.26,1.37,1.33,1.76,1.34,1.09,1.54,1.4,1.61,1.6,1.57,2.06,1.55,1.55,1.65,1.55
