,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.36,0.41,0.3,0.32,0.27,0.31,0.58,0.55,0.43,0.51,0.54,,0.77,0.65,0.49,0.82
e_1,0.23,2.43,0.23,0.24,0.25,0.26,0.7,0.53,0.85,0.68,0.68,0.6,0.72,0.66,,0.73
d_1,0.25,0.3,2.46,0.28,0.28,0.28,0.65,0.41,,0.99,0.51,0.75,0.76,0.46,0.6,0.66
c_1,0.21,0.34,0.29,2.63,0.45,0.28,0.44,0.5,0.52,,0.66,0.69,0.64,0.6,0.56,0.99
b_1,0.27,0.24,0.27,0.25,2.78,0.42,0.51,0.5,0.73,0.76,,0.73,0.85,0.44,0.72,
a_1,0.34,0.3,0.25,0.22,0.27,3.2,0.65,0.8,0.47,0.71,0.65,,0.71,,0.59,0.66
h_1,0.66,0.38,0.48,0.52,0.53,0.42,3.71,1.12,1.35,1.38,1.17,1.24,,0.94,1.41,2.06
g_1,0.52,0.49,0.68,0.54,0.52,0.38,1.0,4.22,1.1,1.33,1.08,1.62,1.16,1.48,1.37,
d_0,0.72,0.63,,1.04,0.54,0.66,1.29,1.15,3.5,0.81,1.33,1.25,1.87,1.28,1.58,1.46
c_0,0.69,0.63,0.54,,0.57,0.42,1.22,0.89,1.83,3.35,2.06,1.55,2.12,1.05,1.8,1.53
b_0,0.73,0.51,0.67,0.64,,0.42,1.21,1.38,1.51,1.2,3.72,1.32,2.07,1.98,1.08,1.4
f_0,,0.62,0.46,0.48,0.58,,1.29,1.34,1.64,1.31,1.26,3.83,1.57,1.59,2.25,1.88
h_0,0.97,0.72,0.82,0.86,0.66,0.67,,1.88,1.52,1.4,1.49,1.64,,1.7,1.29,3.02
a_0,0.56,0.6,0.66,0.52,0.77,,1.21,1.2,1.55,1.75,0.99,1.43,1.7,4.54,1.52,1.45
e_0,0.58,,0.72,0.76,0.57,0.59,1.12,1.04,1.15,1.37,1.58,1.2,2.65,1.4,4.4,1.84
g_0,0.63,0.68,1.17,0.55,,0.91,0.95,,1.59,1.93,2.1,1.94,1.7,2.13,1.41,
