,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.68,1.89,2.53,1.84,1.71,0.39,0.63,0.4,0.36,0.42,0.92,0.26,0.36,0.38,0.34
e_1,1.05,0.44,2.33,2.11,2.65,2.12,0.53,0.69,0.4,0.46,0.45,0.54,0.32,0.56,1.17,0.27
d_1,2.34,2.6,0.42,2.57,1.88,1.68,0.59,0.36,1.24,0.35,0.41,0.34,0.24,0.34,0.37,0.17
c_1,2.14,1.58,2.94,0.42,2.29,1.85,0.63,0.57,0.23,0.94,0.42,0.43,0.27,0.45,0.33,0.31
b_1,2.93,2.59,2.32,1.08,0.39,2.71,0.72,0.78,0.55,0.7,1.03,0.46,0.36,0.44,0.39,0.44
a_1,3.48,3.03,2.42,2.74,1.39,0.32,1.19,0.99,0.69,0.73,0.97,0.58,0.44,1.64,0.65,0.52
h_1,3.0,3.41,3.21,3.22,3.23,3.36,0.34,0.99,0.76,0.71,0.63,0.68,0.79,0.65,0.55,0.54
g_1,3.85,4.0,3.63,4.17,3.3,3.43,0.83,0.31,0.74,0.66,0.71,0.9,0.4,0.66,0.78,0.51
d_0,3.39,2.06,6.71,3.56,4.57,3.77,1.04,1.37,0.39,0.86,0.71,0.79,0.61,0.83,0.78,0.67
c_0,4.51,5.01,1.77,10.57,4.23,3.67,1.68,1.04,1.21,0.36,0.75,0.7,0.58,0.88,0.83,0.59
b_0,3.96,3.54,3.36,6.91,8.7,3.91,1.26,1.09,0.95,0.42,0.34,0.88,0.62,0.73,0.81,0.52
f_0,9.1,3.9,3.48,4.31,4.14,5.9,1.33,0.7,0.97,0.82,0.83,0.33,0.5,0.61,0.89,0.39
h_0,5.15,4.56,4.09,4.66,4.27,4.33,1.75,1.11,1.06,0.78,0.84,0.88,1.29,0.79,0.72,0.67
a_0,5.52,4.51,4.46,7.26,4.15,7.54,1.25,1.44,1.36,1.01,0.46,0.86,0.66,0.34,0.74,0.58
e_0,10.86,7.34,4.24,5.06,4.03,6.36,1.4,0.96,1.08,0.84,1.02,0.42,0.6,0.88,0.32,0.63
g_0,4.9,5.79,4.88,5.48,5.4,6.02,1.03,2.29,1.17,1.0,1.03,1.07,0.52,0.98,0.96,1.73
