,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.86,1.36,1.5,1.41,1.22,0.67,0.88,0.62,0.5,0.56,0.6,0.57,0.53,1.06,0.57
f_1,1.32,0.41,1.16,1.35,1.36,1.26,0.55,0.71,0.63,0.61,0.59,1.0,0.32,0.64,0.52,0.5
d_1,1.65,1.36,0.4,1.06,1.19,1.3,0.72,0.48,1.23,0.63,0.55,0.5,0.64,0.55,0.58,0.36
c_1,1.16,1.44,1.54,0.4,1.7,0.93,0.7,0.63,0.33,1.01,0.61,0.53,0.48,0.51,0.53,0.52
b_1,1.32,1.32,1.18,0.76,0.37,1.91,0.61,0.77,0.91,0.74,1.75,0.64,0.55,0.63,0.56,0.53
a_1,1.32,1.46,1.27,1.7,0.68,0.31,0.92,0.78,0.59,0.55,0.76,0.64,0.44,1.28,0.59,0.48
h_1,1.01,1.03,0.93,0.87,1.02,0.78,0.24,0.71,0.37,0.4,0.43,0.47,0.68,0.5,0.41,0.39
g_1,0.85,1.04,1.1,1.03,0.83,1.0,0.42,0.23,0.44,0.5,0.37,0.49,0.31,0.44,0.54,0.52
d_0,0.59,0.96,1.95,1.42,0.89,0.97,0.6,0.65,0.28,0.43,0.42,0.49,0.47,0.46,0.44,0.43
c_0,1.08,0.87,0.59,3.11,0.86,1.06,0.57,0.5,0.48,0.26,0.51,0.48,0.44,0.47,0.44,0.43
b_0,0.83,0.99,0.88,1.17,2.19,1.01,0.48,0.64,0.42,0.3,0.25,0.42,0.35,0.5,0.32,0.34
f_0,0.88,2.7,1.03,0.95,0.86,0.83,0.6,0.33,0.44,0.37,0.43,0.25,0.34,0.37,0.65,0.27
h_0,0.76,1.23,0.79,1.07,0.97,0.96,0.88,0.58,0.37,0.37,0.4,0.39,0.51,0.4,0.41,0.37
a_0,1.03,0.87,0.96,0.96,1.16,1.72,0.48,0.51,0.45,0.38,0.24,0.43,0.34,0.22,0.37,0.33
e_0,1.52,1.23,0.81,1.01,1.04,0.96,0.46,0.4,0.43,0.34,0.45,0.19,0.39,0.45,0.2,0.36
g_0,0.87,1.06,1.06,0.9,1.0,1.08,0.45,0.75,0.36,0.34,0.37,0.44,0.32,0.39,0.38,0.59
