,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.57,0.87,1.02,1.03,0.85,0.48,0.59,0.54,0.42,0.44,0.45,0.36,0.46,0.76,0.35
f_1,0.94,0.41,0.67,0.93,1.01,0.83,0.35,0.43,0.51,0.38,0.37,0.61,0.25,0.37,0.32,0.4
d_1,1.04,0.97,0.39,1.01,0.76,0.74,0.48,0.58,0.32,0.4,0.36,0.42,0.33,0.34,0.37,0.23
c_1,0.71,0.95,1.07,0.38,1.0,0.76,0.47,0.24,0.63,0.51,0.41,0.4,0.32,0.39,0.38,0.32
b_1,0.86,0.94,1.17,0.5,0.37,1.37,0.52,0.37,0.47,0.57,0.81,0.36,0.31,0.45,0.34,0.34
a_1,1.01,0.97,0.97,1.04,0.47,0.31,0.59,0.42,0.47,0.39,0.45,0.36,0.4,0.59,0.51,0.39
h_1,0.79,0.88,0.74,0.81,0.74,0.66,0.25,0.4,0.44,0.32,0.35,0.33,0.45,0.31,0.34,0.35
d_0,0.47,0.83,1.02,0.98,0.9,0.77,0.41,0.26,0.51,0.29,0.33,0.35,0.35,0.33,0.33,0.36
g_1,0.73,0.85,0.94,0.78,0.76,0.7,0.34,0.38,0.22,0.38,0.35,0.37,0.26,0.4,0.33,0.35
c_0,0.81,0.79,0.49,1.56,0.75,0.87,0.5,0.51,0.42,0.25,0.4,0.38,0.32,0.38,0.33,0.33
b_0,0.72,0.81,0.71,0.98,1.13,0.72,0.42,0.38,0.46,0.22,0.23,0.34,0.38,0.34,0.37,0.33
f_0,0.76,1.0,0.89,0.8,0.72,0.69,0.48,0.4,0.3,0.33,0.34,0.23,0.36,0.34,0.38,0.24
h_0,0.77,0.95,0.79,0.77,0.77,0.62,0.54,0.32,0.46,0.36,0.31,0.32,0.39,0.29,0.27,0.33
a_0,0.61,0.86,0.89,0.85,0.88,1.17,0.53,0.35,0.39,0.3,0.23,0.35,0.35,0.21,0.34,0.27
e_0,0.85,0.98,0.7,0.83,0.79,0.71,0.45,0.36,0.38,0.35,0.3,0.2,0.3,0.36,0.21,0.29
g_0,0.78,0.8,0.84,0.88,0.74,0.75,0.29,0.32,0.57,0.3,0.31,0.38,0.23,0.33,0.3,0.39
