,e_1,d_1,f_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.05,1.67,1.18,1.88,1.75,1.59,0.68,0.74,0.7,0.55,0.61,0.61,0.45,0.46,0.59,0.4
d_1,2.14,1.05,2.0,1.58,1.64,1.4,0.69,0.47,0.64,0.57,0.52,0.47,0.35,0.48,0.38,0.3
f_1,2.1,1.63,1.05,1.64,1.71,1.45,0.5,0.64,0.52,0.5,0.5,0.59,0.32,0.45,0.37,0.41
c_1,1.57,2.29,1.89,1.05,2.13,1.48,0.68,0.68,0.36,0.61,0.5,0.46,0.41,0.44,0.44,0.37
b_1,1.93,2.03,2.1,1.26,1.06,2.06,0.92,0.77,0.63,0.74,0.71,0.62,0.46,0.48,0.56,0.44
a_1,2.51,2.75,2.82,3.24,1.55,1.06,1.0,1.21,0.97,0.77,0.92,0.82,0.75,0.83,0.8,0.58
h_1,4.55,4.61,5.88,5.37,3.97,4.13,1.28,2.0,1.52,1.44,1.53,1.36,1.39,1.15,1.17,1.09
g_1,5.65,5.71,5.53,5.14,4.79,3.77,1.48,1.28,1.43,1.56,1.41,1.53,0.98,1.18,1.35,1.12
d_0,3.62,7.57,5.87,6.95,5.56,4.57,2.26,2.65,1.42,1.72,1.88,1.53,1.28,1.54,1.51,1.18
c_0,5.81,4.01,5.88,7.43,5.43,4.64,2.12,2.01,2.34,1.4,2.09,1.91,1.41,1.6,1.51,1.21
b_0,5.35,5.19,6.04,8.34,8.01,4.64,2.13,2.31,1.89,1.06,1.39,1.74,1.32,1.61,1.49,1.24
f_0,6.36,6.33,7.66,8.2,6.12,4.74,2.54,1.84,2.14,1.77,1.81,1.41,1.53,1.46,1.96,0.96
h_0,8.28,9.13,8.46,7.77,7.58,6.38,3.2,3.14,2.32,2.31,2.44,2.11,2.11,1.96,1.74,1.72
a_0,8.25,7.8,8.51,8.59,11.28,7.85,3.48,3.51,2.68,2.12,1.63,2.48,1.96,1.53,2.17,1.6
e_0,9.37,9.16,11.17,9.8,9.43,7.0,3.67,3.03,2.74,2.76,2.65,1.48,1.96,2.14,1.53,1.55
g_0,10.28,10.76,8.91,9.96,9.08,8.4,2.96,4.51,3.17,2.95,3.02,3.17,1.79,2.54,2.46,2.29
