,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.51,0.88,0.83,1.03,0.85,0.7,1.06,1.0,1.68,0.96,1.08,1.02,1.21,1.01,0.82,0.96
f_1,1.37,1.52,0.84,0.86,0.79,0.61,0.96,0.91,1.04,0.83,0.75,0.88,0.99,0.72,0.65,1.11
d_1,0.99,0.96,1.56,0.78,0.81,0.72,0.96,0.91,0.9,1.69,1.07,1.16,1.14,0.91,0.93,0.91
c_1,0.84,0.97,0.92,1.59,1.37,0.67,1.05,1.01,0.89,0.73,0.91,0.79,1.14,0.92,0.96,1.04
b_1,0.87,1.0,0.88,0.78,1.62,1.24,1.22,1.09,1.05,1.19,1.15,0.88,1.16,0.94,0.97,1.14
a_1,0.95,1.17,1.01,1.04,0.82,1.79,1.25,0.89,1.13,1.1,1.05,1.2,1.21,0.79,0.9,1.26
h_1,1.13,1.36,1.22,1.09,0.96,0.76,1.82,1.56,1.22,1.24,1.3,1.21,1.16,1.13,1.12,1.47
g_1,1.11,1.14,1.53,1.05,0.93,0.94,1.25,1.88,1.27,1.31,1.81,1.18,1.36,1.27,1.45,1.16
d_0,0.95,1.23,1.01,1.74,1.17,0.9,1.44,1.19,1.71,1.12,1.31,1.24,1.48,1.26,1.22,1.47
c_0,1.31,1.32,1.08,1.0,0.94,0.9,1.37,1.31,1.47,1.76,1.46,2.26,1.6,1.48,1.3,1.54
f_0,1.01,1.2,1.28,1.34,1.09,1.0,1.42,1.24,1.46,1.39,1.81,1.47,1.61,1.34,2.12,1.48
b_0,1.29,1.27,1.3,1.21,1.03,0.76,1.38,1.37,1.33,1.06,1.4,1.79,1.69,2.17,1.41,1.49
h_0,1.22,1.55,1.36,1.22,1.07,1.0,1.18,1.56,1.45,1.26,1.36,1.26,1.32,1.1,1.33,1.7
a_0,1.27,1.46,1.29,1.14,1.14,0.89,1.5,1.31,1.36,1.29,1.41,1.14,1.67,1.81,1.4,1.46
e_0,1.03,1.6,1.36,1.19,1.18,0.88,1.54,1.33,1.5,1.56,1.11,1.42,1.62,1.47,1.84,1.62
g_0,1.14,1.11,1.85,1.34,1.06,0.9,1.36,1.36,1.35,1.5,1.79,1.54,1.52,1.33,1.23,1.33
