,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.55,1.0,0.85,1.18,1.03,0.84,1.26,1.13,1.72,1.03,1.15,1.17,1.3,0.98,0.81,1.24
f_1,1.44,1.55,0.91,1.03,0.87,0.73,1.07,1.04,1.21,1.15,0.94,1.13,1.17,0.95,0.78,1.0
d_1,1.08,1.12,1.58,0.85,0.97,0.83,1.22,1.07,0.99,1.74,1.11,1.3,1.31,1.11,1.0,1.1
c_1,0.92,0.98,1.1,1.59,1.48,0.89,1.14,1.01,1.05,0.9,1.06,0.85,1.32,0.98,1.0,1.2
b_1,0.96,1.08,1.07,0.91,1.59,1.41,1.17,1.09,1.11,1.21,1.21,0.98,1.27,0.85,1.15,1.22
a_1,1.11,1.28,1.18,1.02,0.9,1.74,1.32,1.38,1.25,1.41,1.24,1.35,1.59,0.99,1.31,1.12
h_1,1.18,1.49,1.33,1.31,1.1,1.0,1.86,1.42,1.48,1.27,1.26,1.34,1.42,1.19,1.25,1.88
g_1,1.22,1.22,1.59,1.33,1.28,0.95,1.51,1.94,1.38,1.58,1.84,1.24,1.36,1.18,1.37,1.42
d_0,1.14,1.33,1.15,1.91,1.35,1.14,1.43,1.41,1.83,1.18,1.41,1.34,1.6,1.23,1.22,1.51
c_0,1.49,1.38,1.21,1.2,1.18,1.05,1.78,1.54,1.71,1.86,1.54,2.31,1.67,1.61,1.25,1.59
f_0,1.12,1.26,1.34,1.51,1.45,1.14,1.72,1.45,1.5,1.4,1.92,1.36,1.8,1.33,2.22,1.63
b_0,1.3,1.4,1.28,1.61,1.21,0.84,1.61,1.68,1.61,1.34,1.57,1.9,1.76,2.34,1.3,1.59
h_0,1.39,1.67,1.47,1.34,1.25,1.06,1.35,1.93,1.59,1.48,1.47,1.44,1.47,1.48,1.23,1.89
a_0,1.48,1.5,1.37,1.47,1.56,1.06,1.67,1.63,1.65,1.5,1.71,1.37,1.56,1.92,1.39,1.84
e_0,1.26,1.66,1.56,1.41,1.29,1.13,1.83,1.48,1.73,1.77,1.35,1.69,1.95,1.38,1.96,1.53
g_0,1.08,1.44,1.91,1.42,1.37,1.27,1.32,1.33,1.29,1.62,1.97,1.47,1.64,1.24,1.67,1.45
