,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,12573.66,5046.34,5920.99,5005.99,9103.81,61568.81,5305385.89,11892312.56,31070550.04,12992778.66,40099520.03,40927823.53,132594217.33,181913030.92,205552685.14,335536299.12
f_1,4226.53,12600.19,10470.29,7062.46,9360.85,58675.83,3940394.13,10248013.9,12691493.06,20242472.84,29994597.22,20435290.91,117018961.59,190400555.69,102691993.3,238808729.64
e_1,3972.27,4601.9,17750.08,9356.0,10584.98,56001.85,4499867.1,9560485.18,16780570.57,39066223.03,35673669.44,38795475.02,125937692.89,156793793.7,112657969.24,300731115.47
c_1,3984.47,4419.93,5250.45,21253.79,20440.02,54068.99,4764983.02,9982359.02,9450102.51,20882049.13,30537576.79,35956760.44,115009804.17,188776832.15,159987170.45,262910270.69
b_1,4396.9,4725.81,5907.85,6945.85,34977.87,116980.43,4024799.77,10647950.3,12876345.34,22723904.56,21086423.92,38150582.25,104483547.69,202581906.01,156840426.4,284362280.06
a_1,5297.66,4810.38,5198.69,7501.03,10322.16,303335.08,4191063.74,13558135.22,16283285.72,21010458.7,36704013.26,38304357.1,72319474.52,219597789.38,158100891.65,234201550.3
h_1,5362.84,6333.42,6031.43,7568.34,11007.37,58742.21,10407577.78,15012572.79,16301102.05,20004047.09,41602815.03,41090316.13,147085340.13,134368940.55,218751985.58,416243361.79
g_1,7432.96,4201.56,6840.86,7345.53,10653.92,55456.14,5041555.88,28808552.14,18536840.57,18812039.95,41846452.91,59345792.59,126840019.23,166142792.58,216906396.48,193433500.93
c_0,5553.59,5805.64,6560.5,5964.97,9281.74,67882.24,5961467.17,12939231.46,29043748.45,25844491.42,70693968.65,43736568.3,186230992.94,192423561.59,218787994.14,325106448.35
d_0,3214.2,4387.94,6017.27,15784.78,11784.62,59796.41,4863621.2,11155839.65,13120358.53,41278648.16,38106470.88,42237273.25,132403230.08,207879916.02,182579390.41,341715284.13
b_0,4846.38,5652.5,6244.75,8562.16,8026.91,55883.91,5703742.51,12654686.03,18637699.54,26882326.84,71521575.45,49151549.38,263754623.19,223256901.58,227275866.63,397654355.23
f_0,5853.14,3785.62,5663.74,8258.02,11479.58,61963.15,6191022.67,12600480.76,20031737.67,23898508.78,43814315.59,71964567.63,162502032.68,199043330.46,366251630.12,388146784.14
a_0,5074.65,5518.88,6275.26,9156.75,10971.63,38279.46,5699150.13,13763539.62,17431739.38,25203892.49,36343844.05,50676888.89,298893152.73,241703286.94,245937084.96,366066893.25
h_0,5253.18,6940.46,6957.62,6727.41,10144.88,60894.92,3912979.12,16624091.9,18987438.45,24475390.15,36431843.67,35196861.02,145845246.44,137992140.02,182123162.97,340532619.5
e_0,5180.33,5438.77,4983.94,7970.33,9713.45,68546.93,6556110.58,14965160.12,19969412.48,22328157.66,46655353.29,45693380.88,194554543.86,234593271.88,412419951.4,344613670.67
g_0,6978.26,4691.46,6022.75,7848.65,9735.85,67773.46,5695950.51,8805188.41,20804680.82,20268345.41,36803461.75,62645891.8,144896680.6,181060979.25,235585280.32,304759690.28
