,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.4,1.2,0.85,0.84,0.73,0.67,0.97,1.62,1.56,1.15,1.59,0.83,2.06,1.69,1.2,1.86
e_1,0.71,2.41,0.74,0.87,0.76,0.75,1.63,2.67,1.49,1.51,1.58,1.68,1.87,2.14,1.02,2.01
d_1,0.82,0.67,2.54,0.79,0.76,0.81,1.3,0.9,2.83,1.49,1.86,1.76,2.08,1.56,1.85,1.68
c_1,0.81,0.74,0.68,2.56,1.31,0.67,1.62,1.4,0.81,1.38,1.33,1.7,1.98,1.52,1.94,1.97
b_1,0.71,0.66,0.8,0.6,2.62,1.38,1.64,1.91,1.73,1.83,1.06,1.46,2.33,1.56,1.6,1.92
a_1,0.79,0.69,0.79,0.66,0.73,3.16,2.04,1.73,1.69,1.7,1.87,1.96,2.3,0.88,1.87,2.86
h_1,1.5,0.92,1.19,0.91,0.88,0.62,4.03,2.05,2.15,2.48,2.41,2.17,1.64,2.17,2.18,3.75
d_0,1.13,0.85,0.68,1.79,0.92,0.76,2.37,3.63,1.6,1.93,2.07,2.53,3.42,2.35,2.18,2.71
c_0,1.31,1.17,0.87,0.63,0.86,1.09,2.08,2.56,3.76,1.96,4.0,2.33,2.64,2.78,2.52,3.08
g_1,0.92,0.92,1.45,1.19,0.81,0.83,1.65,2.2,1.63,4.64,2.22,3.74,2.77,2.29,2.25,2.15
b_0,1.2,1.23,0.93,1.09,0.45,0.87,1.6,2.23,1.88,1.87,4.11,2.27,2.27,3.9,2.84,2.71
f_0,0.65,0.93,1.16,1.19,1.12,0.87,2.08,1.87,2.48,1.6,2.83,4.41,3.21,1.98,4.45,2.48
h_0,1.26,1.11,1.12,0.99,0.92,0.85,1.33,1.82,2.27,2.08,2.59,2.32,1.69,1.56,2.0,3.28
a_0,1.09,0.88,1.28,1.24,0.98,0.62,2.17,2.22,2.43,2.1,2.28,3.13,3.42,4.95,1.58,3.5
e_0,1.36,0.54,1.03,1.1,0.99,0.99,2.45,2.1,2.64,1.96,2.46,1.66,3.26,2.86,5.13,3.1
g_0,0.92,1.0,1.52,0.96,0.98,0.82,2.05,1.98,2.11,1.16,2.36,3.6,2.43,2.35,2.09,2.2
