,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,6.74,6.99,4.76,5.45,4.53,2.08,2.55,1.82,2.26,1.93,,1.4,1.6,2.45,1.82
e_1,3.74,0.67,6.02,4.66,6.01,4.11,3.0,2.66,2.75,2.18,2.0,2.67,1.72,1.75,,1.58
d_1,6.03,5.78,0.66,7.77,7.27,6.68,2.47,1.63,,2.58,1.98,1.97,1.41,1.87,2.34,1.23
c_1,5.96,7.84,5.74,0.65,6.88,4.51,3.06,2.48,1.2,,2.35,2.03,1.59,2.2,2.32,1.69
b_1,7.05,5.97,5.43,3.26,0.62,,2.96,2.97,2.29,3.53,,2.58,2.15,2.46,2.38,1.77
a_1,7.38,11.44,6.51,9.65,,0.57,3.54,3.39,2.34,3.13,3.42,2.33,2.24,,,
h_1,5.03,4.25,5.6,4.91,3.48,3.78,0.62,2.57,1.9,1.92,1.88,1.81,,1.35,1.92,1.67
g_1,5.51,7.49,6.63,5.55,6.35,4.79,1.59,0.59,1.81,1.57,2.35,2.57,1.21,1.77,1.72,
d_0,5.37,3.25,,7.58,3.9,5.95,1.76,2.64,0.7,1.78,1.77,1.32,1.26,1.87,1.6,1.44
c_0,5.07,4.67,2.95,,4.12,4.72,2.11,2.27,1.98,0.69,2.38,2.06,1.47,1.89,1.22,1.53
b_0,4.97,5.49,5.23,6.1,,4.33,2.63,1.82,2.34,1.1,0.67,1.48,1.5,1.92,1.8,1.74
f_0,,4.15,4.98,5.18,6.2,5.29,2.53,1.72,2.25,1.92,1.75,0.67,1.8,2.05,2.19,1.01
h_0,5.05,4.53,4.95,4.67,4.94,4.24,,2.09,1.66,1.37,1.47,2.02,,1.76,1.12,1.4
a_0,7.32,6.42,6.16,5.13,6.32,,2.89,3.12,2.71,2.25,1.34,1.62,1.61,0.64,2.12,1.29
e_0,5.81,,6.98,6.74,5.28,,2.92,2.39,1.8,3.17,2.16,1.33,1.96,1.76,0.61,1.64
g_0,5.33,5.06,4.71,5.73,5.58,,1.81,,1.93,1.58,2.09,1.93,1.22,1.99,1.55,
