,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.25,0.84,1.06,0.77,0.64,0.41,0.45,0.44,0.34,0.37,0.35,0.29,0.3,0.23,0.3
e_1,0.82,1.0,0.92,1.16,0.93,0.68,0.47,0.46,0.55,0.36,0.43,0.44,0.36,0.38,0.34,0.3
d_1,1.19,1.08,1.0,0.89,0.81,0.76,0.51,0.38,0.5,0.55,0.44,0.39,0.35,0.31,0.33,0.25
c_1,0.93,0.87,1.1,1.0,1.4,0.7,0.54,0.45,0.35,0.38,0.32,0.4,0.35,0.31,0.31,0.33
b_1,1.28,1.06,1.2,0.73,1.0,1.14,0.59,0.53,0.43,0.55,0.43,0.4,0.44,0.4,0.37,0.39
a_1,1.61,1.45,1.33,1.41,0.89,1.0,0.77,0.69,0.66,0.59,0.66,0.44,0.52,0.52,0.4,0.44
h_1,2.42,2.15,1.99,1.77,1.66,1.25,1.0,1.04,0.92,0.69,0.74,0.66,0.71,0.61,0.64,0.73
g_1,2.28,2.06,2.67,2.23,1.92,1.51,0.92,1.0,0.87,0.88,0.84,1.04,0.71,0.67,0.85,0.58
d_0,2.23,1.75,2.02,2.96,2.32,1.46,1.1,1.17,1.0,0.77,0.78,0.85,0.79,0.74,0.79,0.71
c_0,2.95,2.74,1.81,2.77,1.9,1.54,1.4,1.12,1.28,1.0,1.34,0.85,0.94,0.92,0.93,0.75
b_0,2.69,2.35,2.21,3.07,2.47,1.53,1.38,1.12,1.21,0.73,1.0,0.99,0.99,1.14,0.84,0.81
f_0,2.77,2.24,2.65,2.52,2.41,2.24,1.52,0.96,1.24,1.19,1.06,1.0,0.99,0.88,1.36,0.68
h_0,3.43,2.67,2.95,2.98,2.22,1.89,1.43,1.45,1.27,1.02,1.02,1.04,1.0,0.93,0.96,0.99
a_0,3.25,2.67,3.22,2.97,2.55,1.81,1.61,1.49,1.38,1.15,0.86,1.11,1.06,1.0,0.98,0.87
e_0,4.33,3.08,3.11,3.23,2.55,2.43,1.66,1.13,1.32,1.06,1.2,0.78,1.03,1.01,1.0,0.88
g_0,3.44,3.29,3.9,3.09,2.63,2.22,1.47,1.71,1.42,1.46,1.23,1.51,0.98,1.09,1.13,1.0
