,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,d_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,0.9,0.58,0.24,0.26,0.25,0.18,0.29,0.3,0.32,0.23,0.3,0.14,0.18,0.24,0.11,0.18
e_1,0.35,0.91,0.26,0.34,0.26,0.17,0.3,0.27,0.53,0.23,0.29,0.25,0.2,0.28,0.12,0.22
d_1,0.38,0.29,0.91,0.22,0.25,0.16,0.3,0.55,0.16,0.23,0.34,0.27,0.25,0.28,0.2,0.26
c_1,0.29,0.28,0.27,0.91,0.52,0.18,0.26,0.19,0.28,0.21,0.19,0.27,0.18,0.24,0.18,0.17
b_1,0.32,0.29,0.29,0.29,0.9,0.4,0.24,0.25,0.26,0.23,0.17,0.23,0.15,0.29,0.18,0.25
a_1,0.39,0.28,0.32,0.31,0.25,0.89,0.31,0.31,0.3,0.25,0.3,0.24,0.15,0.3,0.2,0.24
h_1,0.48,0.37,0.33,0.31,0.25,0.19,0.63,0.33,0.3,0.31,0.35,0.27,0.25,0.22,0.19,0.32
c_0,0.39,0.35,0.39,0.23,0.22,0.22,0.34,0.54,0.3,0.29,0.56,0.27,0.31,0.32,0.2,0.29
d_0,0.35,0.35,0.23,0.59,0.33,0.18,0.29,0.22,0.53,0.26,0.26,0.27,0.22,0.27,0.18,0.23
g_1,0.31,0.29,0.5,0.33,0.28,0.21,0.33,0.34,0.26,0.61,0.31,0.44,0.21,0.29,0.22,0.21
b_0,0.37,0.38,0.37,0.34,0.19,0.19,0.34,0.35,0.33,0.3,0.51,0.29,0.43,0.31,0.19,0.26
f_0,0.31,0.27,0.35,0.37,0.32,0.22,0.34,0.32,0.32,0.27,0.28,0.51,0.2,0.29,0.46,0.28
a_0,0.44,0.36,0.4,0.31,0.24,0.18,0.35,0.34,0.33,0.26,0.37,0.24,0.43,0.35,0.2,0.29
h_0,0.48,0.35,0.35,0.33,0.27,0.23,0.2,0.35,0.34,0.34,0.33,0.24,0.2,0.21,0.22,0.32
e_0,0.42,0.22,0.3,0.36,0.31,0.24,0.35,0.37,0.32,0.31,0.36,0.28,0.23,0.38,0.44,0.31
g_0,0.32,0.32,0.52,0.32,0.26,0.22,0.33,0.36,0.27,0.2,0.29,0.38,0.22,0.28,0.24,0.18
